# Measurement Details
# Channel = 3, Channel 2 = 4, Windows Size = 100000 ps, Bin Width = 200 ps
# Measurement Time (mt) = 180 s
# Measurement Start Time: 2025-08-08 17:15:58
#
# Current Time | Elapsed Time (s) | Channel 1 Counts | Channel 2 Counts | Total Counts | g2(0)
2025-08-08 17:16:02,3.59,40,40,80,0.00
2025-08-08 17:16:07,8.61,70,80,150,0.00
2025-08-08 17:16:12,13.65,50,0,50,0.00
2025-08-08 17:16:17,18.69,50,30,80,0.00
2025-08-08 17:16:22,23.73,60,10,70,0.00
2025-08-08 17:16:27,28.80,120,30,150,0.00
2025-08-08 17:16:32,33.90,80,20,100,0.00
2025-08-08 17:16:37,38.99,80,30,110,0.00
2025-08-08 17:16:42,44.03,100,10,110,0.00
2025-08-08 17:16:47,49.04,30,20,50,0.00
2025-08-08 17:16:53,54.09,40,50,90,0.00
2025-08-08 17:16:58,59.17,110,40,150,0.00
2025-08-08 17:17:03,64.20,30,10,40,0.00
2025-08-08 17:17:08,69.23,60,80,140,0.00
2025-08-08 17:17:13,74.28,70,40,110,0.00
2025-08-08 17:17:18,79.31,70,40,110,0.00
2025-08-08 17:17:23,84.38,50,40,90,0.00
2025-08-08 17:17:28,89.48,70,50,120,0.00
2025-08-08 17:17:33,94.55,20,30,50,0.00
2025-08-08 17:18:14,135.35,70,10,80,0.00
2025-08-08 17:18:25,147.03,70,10,80,0.00
2025-08-08 17:18:33,154.14,100,20,120,0.00
2025-08-08 17:18:38,159.18,110,30,140,0.00
2025-08-08 17:18:43,164.26,60,50,110,0.00
2025-08-08 17:18:59,180.53,30,40,70,0.00
2025-08-08 17:19:04,185.55,70,40,110,0.00
#
# Measurement End Time: 2025-08-08 17:19:06
# Total Runtime: 187.57 s
# Completion = True 
