# Measurement Details
# Channel = 3, Channel 2 = 4, Windows Size = 100000 ps, Bin Width = 200 ps
# Measurement Time (mt) = 600 s
# Measurement Start Time: 2025-07-25 14:02:55
#
# Current Time | Elapsed Time (s) | Channel 1 Counts | Channel 2 Counts | Total Counts | g2(0)
2025-07-25 14:02:59,3.35,2530,2230,4760,0.00
2025-07-25 14:03:04,8.91,2010,2230,4240,0.00
2025-07-25 14:03:09,13.95,2070,2210,4280,0.00
2025-07-25 14:03:14,19.04,2140,2190,4330,0.00
2025-07-25 14:03:19,24.07,2100,2080,4180,0.00
2025-07-25 14:03:24,29.12,2140,2290,4430,0.00
2025-07-25 14:03:29,34.17,1960,2360,4320,0.00
2025-07-25 14:03:35,39.33,2110,2300,4410,0.00
2025-07-25 14:03:40,44.36,2340,2410,4750,0.00
2025-07-25 14:03:45,49.39,2200,2360,4560,0.00
2025-07-25 14:03:53,58.14,2260,2520,4780,0.00
2025-07-25 14:04:10,74.56,1980,2030,4010,0.00
2025-07-25 14:04:28,92.87,2090,2040,4130,0.00
2025-07-25 14:04:33,97.90,2110,2060,4170,0.00
2025-07-25 14:04:38,102.95,2370,2310,4680,0.00
2025-07-25 14:05:14,138.66,2120,1850,3970,0.00
2025-07-25 14:05:23,147.57,1850,2260,4110,0.00
2025-07-25 14:05:28,152.59,2140,2110,4250,0.00
2025-07-25 14:05:49,173.59,1940,2210,4150,0.00
2025-07-25 14:05:54,179.01,2310,2120,4430,0.00
2025-07-25 14:06:00,184.19,2120,2190,4310,0.00
2025-07-25 14:06:05,189.27,2340,2160,4500,0.00
2025-07-25 14:06:10,194.29,2260,2210,4470,0.00
2025-07-25 14:06:30,214.62,2170,2320,4490,0.00
2025-07-25 14:06:35,219.71,1910,2370,4280,0.00
2025-07-25 14:06:40,224.74,2070,2360,4430,0.00
2025-07-25 14:06:45,229.78,2320,2240,4560,0.00
2025-07-25 14:06:50,234.81,1920,2400,4320,0.00
2025-07-25 14:06:55,239.86,2130,2110,4240,0.00
2025-07-25 14:07:00,244.89,2270,2420,4690,0.00
2025-07-25 14:07:05,249.91,2090,2040,4130,0.00
2025-07-25 14:07:10,254.93,2040,2230,4270,0.00
2025-07-25 14:07:15,259.97,2380,2160,4540,0.00
2025-07-25 14:07:20,265.08,2270,1950,4220,0.00
2025-07-25 14:07:26,270.24,2040,2030,4070,0.00
2025-07-25 14:07:31,275.28,2240,1910,4150,0.00
2025-07-25 14:07:36,280.31,1960,2100,4060,0.00
2025-07-25 14:07:41,285.35,2010,2330,4340,0.00
2025-07-25 14:07:46,290.39,2070,2440,4510,0.00
2025-07-25 14:08:28,332.72,1920,2030,3950,0.00
2025-07-25 14:08:46,351.12,2140,2130,4270,0.00
2025-07-25 14:08:51,356.18,2120,2230,4350,0.00
2025-07-25 14:08:57,361.24,2100,2280,4380,0.00
2025-07-25 14:09:02,366.27,2220,2030,4250,0.00
2025-07-25 14:09:11,375.74,2100,2280,4380,0.00
2025-07-25 14:09:25,390.12,2400,2080,4480,0.00
2025-07-25 14:09:46,410.38,2300,2210,4510,0.00
2025-07-25 14:09:51,415.40,2220,2100,4320,0.00
2025-07-25 14:09:56,420.43,2420,2350,4770,0.00
2025-07-25 14:10:08,432.65,2180,2300,4480,0.00
2025-07-25 14:10:13,437.68,2030,2120,4150,0.00
2025-07-25 14:10:18,442.82,2090,2130,4220,0.00
2025-07-25 14:10:29,453.26,2530,2020,4550,0.00
2025-07-25 14:10:34,458.31,2290,2140,4430,0.00
2025-07-25 14:11:04,489.17,2050,2100,4150,0.00
2025-07-25 14:11:10,494.20,2030,2170,4200,0.00
2025-07-25 14:11:15,499.26,2240,2140,4380,0.00
2025-07-25 14:11:20,504.29,1970,2000,3970,0.00
2025-07-25 14:11:25,509.33,2030,2130,4160,0.00
2025-07-25 14:11:30,514.36,2210,2420,4630,0.00
2025-07-25 14:11:35,519.41,2190,2110,4300,0.00
2025-07-25 14:11:40,524.63,2210,1970,4180,0.00
2025-07-25 14:11:45,529.67,2240,2080,4320,0.00
2025-07-25 14:11:56,540.60,2210,2280,4490,0.00
2025-07-25 14:12:01,545.67,2280,2080,4360,0.00
2025-07-25 14:12:06,550.75,2350,2010,4360,0.00
2025-07-25 14:12:20,564.98,2110,2250,4360,0.00
2025-07-25 14:12:26,570.25,2550,2320,4870,0.00
2025-07-25 14:12:31,575.31,2210,2230,4440,0.00
2025-07-25 14:12:36,580.35,2400,2080,4480,0.00
2025-07-25 14:12:41,586.05,2070,2430,4500,0.00
2025-07-25 14:12:46,591.10,2150,2290,4440,0.00
2025-07-25 14:12:51,596.16,1970,2190,4160,0.00
2025-07-25 14:12:56,601.17,2110,2110,4220,0.00
2025-07-25 14:13:02,606.20,2220,2150,4370,0.00
#
# Measurement End Time: 2025-07-25 14:13:04
# Total Runtime: 608.21 s
# Completion = True 
