# PL Mapping - 2025_07_23_17_18_17
# X Y Count1 Count2 Total
-20.002 -12.001 2160 2030 4190
-20.001 -11.900 2200 2240 4440
-20.002 -11.796 2020 2030 4050
-20.002 -11.702 2080 1870 3950
-20.000 -11.600 2430 2220 4650
-20.000 -11.500 2200 2340 4540
-20.002 -11.397 2410 2370 4780
-20.001 -11.295 2330 2430 4760
-19.996 -11.197 2230 2120 4350
-20.000 -11.104 2160 2400 4560
-20.001 -10.997 2260 2180 4440
-20.003 -10.899 2160 2210 4370
-19.999 -10.793 2230 2140 4370
-19.996 -10.698 2100 2060 4160
-20.003 -10.600 2380 2370 4750
-19.999 -10.496 2380 2310 4690
-20.001 -10.400 2130 1950 4080
-19.999 -10.300 2420 2030 4450
-20.000 -10.199 2400 2100 4500
-19.999 -10.102 2650 2300 4950
-20.001 -9.998 2240 2280 4520
-20.002 -9.899 2290 2500 4790
-20.002 -9.800 2160 2150 4310
-20.001 -9.700 2090 2200 4290
-20.001 -9.598 2360 2330 4690
-20.000 -9.497 2260 2260 4520
-19.999 -9.401 2640 2350 4990
-19.996 -9.301 2620 2210 4830
-20.001 -9.200 2330 2640 4970
-19.995 -9.099 2550 2040 4590
-20.003 -8.999 2360 1920 4280
-19.998 -8.904 2510 2320 4830
-19.995 -8.799 2650 2170 4820
-19.999 -8.699 2410 2240 4650
-19.995 -8.604 2290 2170 4460
-20.005 -8.499 2520 2370 4890
-20.001 -8.401 2250 2390 4640
-20.000 -8.297 2620 2380 5000
-20.002 -8.191 2490 2270 4760
-20.001 -8.098 2530 2280 4810
-19.994 -7.995 2830 2850 5680
-20.000 -7.898 2680 3040 5720
-19.997 -7.796 2970 2630 5600
-19.999 -7.703 2970 2630 5600
-20.001 -7.602 2870 2770 5640
-20.001 -7.503 3210 3250 6460
-20.000 -7.399 3180 2820 6000
-19.999 -7.301 3300 2940 6240
-19.999 -7.199 3470 3280 6750
-20.001 -7.099 3220 3180 6400
-19.996 -7.000 3290 3320 6610
-20.000 -6.892 3110 2710 5820
-20.000 -6.799 3360 3150 6510
-20.000 -6.699 3110 2940 6050
-19.999 -6.599 3090 3040 6130
-20.001 -6.501 3170 2940 6110
-20.003 -6.397 3270 2640 5910
-19.999 -6.297 3140 3500 6640
-19.997 -6.201 2870 2990 5860
-20.002 -6.097 3020 2650 5670
-20.000 -6.004 3220 3480 6700
-19.998 -5.895 2940 2930 5870
-19.998 -5.800 2810 2720 5530
-19.999 -5.695 2960 2700 5660
-19.996 -5.600 2770 2640 5410
-20.003 -5.496 2560 3040 5600
-20.001 -5.407 2630 2830 5460
-20.004 -5.300 2890 2710 5600
-20.003 -5.203 2640 2790 5430
-20.003 -5.098 2650 2310 4960
-20.001 -5.001 2790 2740 5530
-20.005 -4.898 2700 2970 5670
-19.999 -4.797 2970 2620 5590
-20.000 -4.700 2970 2690 5660
-20.003 -4.598 2800 2680 5480
-19.999 -4.496 2990 2600 5590
-20.002 -4.396 2620 2460 5080
-19.999 -4.299 2490 2570 5060
-20.000 -4.200 2530 2250 4780
-20.000 -4.103 2690 2530 5220
-19.998 -3.999 2990 2910 5900
-20.002 -3.900 3020 2610 5630
-20.000 -3.797 2590 2650 5240
-19.999 -3.701 3080 2640 5720
-20.003 -3.598 3090 2410 5500
-20.001 -3.506 2750 2690 5440
-20.004 -3.398 2770 2490 5260
-19.998 -3.298 2610 2420 5030
-20.003 -3.198 3310 2620 5930
-19.995 -3.102 2570 2150 4720
-20.003 -2.998 2520 2180 4700
-20.001 -2.901 2740 2250 4990
-19.997 -2.801 2750 2950 5700
-20.002 -2.700 3140 2650 5790
-20.002 -2.601 2830 2430 5260
-20.001 -2.503 2840 2770 5610
-20.002 -2.398 2980 2720 5700
-19.998 -2.300 3060 2970 6030
-20.001 -2.202 3020 2720 5740
-20.005 -2.103 3010 2730 5740
-19.999 -1.997 2980 2800 5780
-20.002 -1.898 3320 3440 6760
-19.999 -1.798 3490 2890 6380
-20.000 -1.699 3200 2910 6110
-20.000 -1.603 3100 2920 6020
-20.000 -1.499 3380 3230 6610
-20.003 -1.403 3230 2930 6160
-19.995 -1.299 3280 3170 6450
-20.000 -1.201 3000 2790 5790
-20.003 -1.100 2690 2620 5310
-19.999 -0.993 2880 2600 5480
-19.999 -0.900 3130 2650 5780
-20.001 -0.803 2930 3020 5950
-19.995 -0.694 3160 2380 5540
-20.003 -0.600 3280 2730 6010
-20.000 -0.498 2950 2550 5500
-20.000 -0.399 2730 2550 5280
-20.002 -0.297 3130 2970 6100
-19.998 -0.198 2860 2550 5410
-19.999 -0.097 2900 2420 5320
-20.000 0.002 3020 2680 5700
-20.000 0.101 2550 2770 5320
-19.998 0.201 2930 2910 5840
-20.000 0.297 2950 2970 5920
-20.002 0.401 2700 2970 5670
-20.000 0.503 2960 2940 5900
-20.000 0.601 3110 3020 6130
-19.996 0.697 3360 2900 6260
-19.998 0.803 2970 3030 6000
-19.998 0.898 2730 2910 5640
-20.001 1.002 3070 2970 6040
-20.001 1.101 3350 3010 6360
-20.004 1.200 3020 3000 6020
-20.001 1.303 2970 3000 5970
-20.004 1.397 2920 2990 5910
-19.998 1.499 2880 2640 5520
-20.002 1.603 2480 2560 5040
-19.998 1.702 2650 2560 5210
-19.998 1.797 2350 2710 5060
-20.000 1.900 2480 2450 4930
-19.997 2.003 2380 2530 4910
-20.001 2.105 2220 2300 4520
-20.000 2.199 2300 2280 4580
-19.998 2.303 2620 2450 5070
-19.997 2.399 2460 2200 4660
-20.000 2.496 2100 1890 3990
-20.004 2.597 2140 2160 4300
-20.003 2.703 2040 2150 4190
-20.000 2.798 2140 2230 4370
-19.999 2.898 2340 2270 4610
-19.999 3.000 2420 2220 4640
-20.001 3.100 2130 2040 4170
-19.997 3.203 2350 2060 4410
-20.000 3.300 2500 1980 4480
-20.000 3.401 2220 2190 4410
-19.999 3.498 2490 2050 4540
-19.999 3.599 1920 2050 3970
-19.997 3.702 2270 2030 4300
-20.004 3.800 2180 2080 4260
-19.997 3.901 2200 1650 3850
-20.001 3.998 2050 2200 4250
-19.998 4.098 2080 2070 4150
-19.997 4.200 1950 2170 4120
-19.998 4.299 2010 2000 4010
-20.001 4.404 2240 2010 4250
-20.000 4.490 2170 2070 4240
-19.999 4.599 2330 2050 4380
-19.998 4.699 2170 2030 4200
-20.004 4.797 1920 2080 4000
-20.001 4.905 2330 2010 4340
-20.001 5.001 2180 2260 4440
-19.999 5.105 2380 2230 4610
-20.002 5.200 2530 2010 4540
-20.000 5.297 2120 2180 4300
-20.002 5.395 2210 2520 4730
-20.002 5.496 2260 2170 4430
-19.998 5.597 2370 1920 4290
-19.999 5.701 2310 2260 4570
-20.002 5.799 2220 1990 4210
-20.000 5.904 2200 2440 4640
-19.997 6.003 2010 2090 4100
-20.002 6.099 2340 2150 4490
-20.002 6.198 2320 2020 4340
-19.996 6.300 2180 2030 4210
-20.001 6.400 2100 2120 4220
-20.000 6.506 1900 2050 3950
-19.997 6.598 2090 2010 4100
-20.000 6.697 2090 1790 3880
-20.000 6.797 2430 1950 4380
-20.002 6.900 2210 2030 4240
-20.003 7.004 2260 2270 4530
-20.004 7.097 1810 2180 3990
-20.001 7.198 2280 2200 4480
-20.000 7.300 2320 1910 4230
-19.997 7.396 2260 2030 4290
-20.003 7.497 2110 1810 3920
-19.998 7.602 2270 1980 4250
-19.999 7.700 2290 1970 4260
-20.004 7.801 2070 1900 3970
-20.000 7.902 2160 2000 4160
-20.003 7.999 2160 1810 3970
-19.999 8.099 2380 1820 4200
-20.003 8.200 2160 2190 4350
-19.999 8.299 2540 2170 4710
-20.002 8.397 2130 1960 4090
-20.004 8.502 2170 1700 3870
-20.000 8.597 2260 1780 4040
-19.999 8.701 2190 2040 4230
-19.999 8.801 1870 2160 4030
-19.997 8.898 2210 1930 4140
-19.997 9.000 1860 2070 3930
-20.001 9.105 2050 2050 4100
-19.995 9.200 1680 2110 3790
-20.002 9.302 2000 1990 3990
-19.999 9.402 2070 2020 4090
-19.997 9.499 2230 1970 4200
-19.997 9.604 1930 2080 4010
-19.997 9.704 2570 1950 4520
-20.003 9.800 2340 2570 4910
-19.999 9.901 2150 2150 4300
-20.002 10.002 2100 2060 4160
-20.002 10.099 2340 2150 4490
-20.001 10.199 2810 2280 5090
-20.000 10.302 2710 2320 5030
-20.001 10.400 2770 2550 5320
-19.996 10.499 2720 2450 5170
-19.994 10.601 2460 2350 4810
-19.998 10.697 2590 2210 4800
-19.996 10.801 2560 1860 4420
-20.002 10.900 2660 1870 4530
-20.000 11.000 2140 2070 4210
-19.996 11.097 2300 2160 4460
-20.002 11.203 2150 2070 4220
-19.997 11.296 2490 2340 4830
-19.997 11.403 2170 2170 4340
-20.002 11.492 2480 2480 4960
-19.997 11.598 2350 2280 4630
-20.003 11.704 2330 2590 4920
-20.000 11.802 2530 2150 4680
-20.004 11.902 2620 2500 5120
-19.999 11.997 2610 2510 5120
-19.999 12.102 2450 2240 4690
-20.001 12.198 2370 2270 4640
-19.999 12.297 2660 2450 5110
-20.000 12.402 2740 2490 5230
-20.002 12.499 2520 2230 4750
-19.997 12.600 2490 2450 4940
-20.003 12.703 2330 2240 4570
-20.000 12.798 2630 2400 5030
-20.000 12.897 2470 2330 4800
-20.004 13.003 2720 2500 5220
-19.997 13.099 2730 2360 5090
-19.999 13.198 2600 2850 5450
-19.999 13.303 2900 2420 5320
-20.003 13.405 2790 2270 5060
-20.000 13.506 2750 2380 5130
-19.998 13.600 2690 2580 5270
-19.997 13.697 2690 2830 5520
