# Focus	Count
-16.193	7420
-16.093	7420
-15.993	6780
-15.893	6780
-15.793	6780
-15.693	6910
-15.593	7180
-15.493	7180
-15.393	6580
-15.293	6580
-15.193	7160
-15.093	6900
-14.993	6900
-14.893	7650
-14.793	7650
-14.693	7650
-14.593	7650
-14.493	7530
-14.393	7530
-14.293	7530
-14.193	7750
-14.093	7750
-13.993	7750
-13.893	7420
-13.793	7740
-13.693	7740
-13.593	7860
-13.493	7860
-13.393	7860
-13.293	8030
-13.193	7270
-13.093	7100
-12.993	7100
-12.893	7670
-12.793	7670
-12.693	8100
-12.593	8250
-12.493	8250
-12.393	8330
-12.293	8290
-12.193	8200
-12.093	8200
-11.993	8200
-11.893	7960
-11.793	7960
-11.693	7970
-11.593	7780
-11.493	8600
-11.393	8600
-11.293	8020
-11.193	8020
-11.093	8020
-10.993	8190
-10.893	8190
-10.793	8090
-10.693	8090
-10.593	7910
-10.493	7910
-10.393	8510
-10.293	7740
-10.193	7740
-10.093	7430
-9.993	7430
-9.893	8180
-9.793	8180
-9.693	8180
-9.593	8000
-9.493	7630
-9.393	7630
-9.293	7850
-9.193	7850
-9.093	7850
-8.993	7440
-8.893	7740
-8.793	7260
-8.693	7260
-8.593	6690
-8.493	6690
-8.393	7380
-8.293	7120
-8.193	7120
-8.093	6660
-7.993	7020
-7.893	7020
-7.793	6820
-7.693	6610
-7.593	6950
-7.493	6950
-7.393	6730
-7.293	6730
-7.193	6730
-7.093	6280
-6.993	6280
-6.893	5880
-6.793	5880
-6.693	5980
-6.593	5980
-6.493	5980
-6.393	5700
-6.293	5940
-6.193	5710
