# Focus	Count
14.497	6460
14.597	6350
14.697	6570
14.797	6450
14.897	6400
14.997	6440
15.097	6210
15.197	5590
15.297	6130
15.397	5660
15.497	5970
15.597	5470
15.697	5990
15.797	5940
15.897	5730
15.997	5670
16.097	5150
16.197	5430
16.297	5350
16.397	5440
16.497	4830
16.597	4970
16.697	5210
16.797	4830
16.897	5400
16.997	4910
17.097	5280
17.197	5080
17.297	4540
17.397	4690
17.497	4610
17.597	4100
17.697	4570
17.797	4610
17.897	5230
17.997	4460
18.097	4500
18.197	4080
18.297	4570
18.397	5080
18.497	4490
18.597	4080
18.697	4200
18.797	4270
18.897	3970
18.997	4410
19.097	4100
19.197	4540
19.297	4310
19.397	4320
19.497	4090
19.597	4480
19.697	4240
19.797	3920
19.897	3940
19.997	4030
20.097	4130
20.197	3800
20.297	4130
20.397	4180
20.497	4180
20.597	3680
20.697	3890
20.797	4580
20.897	4140
20.997	3970
21.097	4170
21.197	3620
21.297	3870
21.397	3940
21.497	3780
21.597	3770
21.697	3740
21.797	4040
21.897	3390
21.997	3760
22.097	3550
22.197	3800
22.297	3940
22.397	3300
22.497	3320
22.597	3500
22.697	3490
22.797	3640
22.897	3430
22.997	3420
23.097	3520
23.197	3390
23.297	3830
23.397	3620
23.497	3350
23.597	3260
23.697	3430
23.797	3370
23.897	2960
23.997	3190
24.097	3350
24.197	3510
24.297	3460
24.397	3500
24.497	3120
24.597	3060
24.697	3870
24.797	3420
24.897	3420
24.997	3360
25.097	3380
25.197	3480
25.297	3430
25.397	3430
25.497	3360
25.597	3390
25.697	3470
25.797	3590
25.897	3480
25.997	3620
26.097	3640
26.197	3640
26.297	3290
26.397	3410
26.497	3320
26.597	3460
26.697	3440
26.797	3840
26.897	3790
26.997	3630
27.097	3700
27.197	4010
27.297	3610
27.397	3520
27.497	3320
27.597	3960
27.697	3780
27.797	3990
27.897	3860
27.997	3980
28.097	3540
28.197	3720
28.297	3990
28.397	3830
28.497	3710
28.597	3850
28.697	3860
28.797	3790
28.897	3780
28.997	4380
29.097	4480
29.197	3930
29.297	3890
29.397	3880
29.497	3910
29.597	4430
29.697	4020
29.797	3930
29.897	4250
29.997	4120
30.097	3730
30.197	4120
30.297	4030
30.397	4130
30.497	4060
30.597	4140
30.697	4450
30.797	4180
30.897	3790
30.997	4420
31.097	4140
31.197	3950
31.297	4460
31.397	4040
31.497	4170
31.597	4550
31.697	4300
31.797	4290
31.897	4070
31.997	4860
32.097	4000
32.197	4680
32.297	4500
32.397	4030
32.497	4420
32.597	4230
32.697	4130
32.797	4050
32.897	3890
32.997	4320
33.097	4330
33.197	3990
33.297	4230
33.397	4370
33.497	4470
33.597	4390
33.697	4320
33.797	4030
33.897	3900
33.997	4570
34.097	4250
34.197	4500
34.297	4530
34.397	4250
34.497	4040
34.597	4230
34.697	3980
34.797	4440
34.897	3850
34.997	4310
35.097	3990
35.197	4520
35.297	4390
35.397	4350
35.497	4460
35.597	4310
35.697	4660
35.797	3950
35.897	4310
35.997	4380
36.097	4360
36.197	4240
36.297	3940
36.397	4540
36.497	4640
36.597	4500
36.697	4090
36.797	4410
36.897	4130
36.997	4520
37.097	4410
37.197	3980
37.297	4320
37.397	4340
37.497	4250
37.597	4420
37.697	4110
37.797	4240
37.897	4080
37.997	4510
38.097	4160
38.197	4030
38.297	4130
38.397	4150
38.497	3990
38.597	4280
38.697	4040
38.797	4070
38.897	4230
38.997	4420
39.097	4300
39.197	3920
39.297	4140
39.397	4600
39.497	4190
39.597	4180
39.697	4090
39.797	4280
39.897	4100
39.997	4110
40.097	4030
40.197	4350
40.297	3940
40.397	3770
40.497	4450
40.597	4280
40.697	3710
40.797	4640
40.897	4170
40.997	4080
41.097	4560
41.197	4310
41.297	4050
41.397	4390
41.497	4420
41.597	3980
41.697	4060
41.797	3990
41.897	4020
41.997	4040
42.097	3940
42.197	4180
42.297	4130
42.397	4240
42.497	4180
42.597	4330
42.697	4140
42.797	4120
42.897	3900
42.997	4530
