# Focus	Count
2.505	4030
2.605	3290
2.705	3510
2.805	3050
2.905	2970
3.005	2930
3.105	3350
3.205	3190
3.305	3230
3.405	3210
3.505	3050
3.605	2880
3.705	3300
3.805	2860
3.905	3410
4.005	3210
4.105	2950
4.205	3080
4.305	2980
4.405	3170
4.505	3430
4.605	3140
4.705	3280
4.805	3560
4.905	3270
5.005	3180
5.105	3310
5.205	3390
5.305	3040
5.405	3160
5.505	3150
5.605	3090
5.705	3390
5.805	3580
5.905	3280
6.005	3340
6.105	3910
6.205	3450
6.305	3460
6.405	3070
6.505	3500
6.605	3250
6.705	3330
6.805	3170
6.905	3560
7.005	3800
7.105	3340
7.205	3390
7.305	3490
7.405	3200
7.505	3770
7.605	3800
7.705	3170
7.805	3330
7.905	3030
8.005	3120
8.105	3260
8.205	3260
8.305	3460
8.405	3310
8.505	3380
8.605	3560
8.705	3590
8.805	3310
8.905	3310
9.005	3310
9.105	3350
9.205	3530
9.305	3640
9.405	3060
9.505	3380
9.605	3510
9.705	3370
9.805	3410
9.905	3570
10.005	3630
10.105	3340
10.205	3520
10.305	3510
10.405	3390
10.505	3660
10.605	3390
10.705	3440
10.805	3380
10.905	3610
11.005	3140
11.105	3300
11.205	3380
11.305	3040
11.405	3210
11.505	3180
11.605	3340
11.705	3390
11.805	3470
11.905	3240
12.005	3570
12.105	3540
12.205	3530
12.305	3370
12.405	3260
12.505	3390
12.605	3600
12.705	3650
12.805	3590
12.905	3410
13.005	3390
13.105	3510
13.205	3470
13.305	3100
13.405	3280
13.505	3250
13.605	3180
13.705	3310
13.805	3480
13.905	3550
14.005	3290
14.105	3290
14.205	3300
14.305	3090
14.405	3510
14.505	3300
14.605	3590
14.705	3460
14.805	3400
14.905	3150
15.005	3390
15.105	3240
15.205	3270
15.305	3500
15.405	3360
15.505	3450
15.605	3220
15.705	3630
15.805	3850
15.905	3230
16.005	3570
16.105	3430
16.205	3090
16.305	3530
16.405	3230
16.505	3390
16.605	3280
16.705	3450
16.805	3290
16.905	3150
17.005	3220
17.105	3600
17.205	3610
17.305	3000
17.405	3950
17.505	3400
17.605	3130
17.705	3110
17.805	3240
17.905	3240
18.005	3180
