# PL Mapping - 2025_07_24_14_51_13
# x_req	y_req	x_act	y_act	count1	count2	total
-241.112	104.900	-241.111	104.895	0	0	0
-241.112	105.000	-241.112	104.998	0	0	0
-241.112	105.100	-241.110	105.097	0	0	0
-241.112	105.200	-241.110	105.204	0	0	0
-241.112	105.300	-241.108	105.297	0	0	0
-241.112	105.400	-241.114	105.405	0	0	0
-241.112	105.500	-241.109	105.498	0	0	0
-241.112	105.600	-241.115	105.603	0	0	0
-241.112	105.700	-241.112	105.698	0	0	0
-241.112	105.800	-241.113	105.798	0	0	0
-241.112	105.900	-241.111	105.901	0	0	0
-241.112	106.000	-241.114	105.999	0	0	0
-241.112	106.100	-241.113	106.099	0	0	0
-241.112	106.200	-241.113	106.201	0	0	0
-241.112	106.300	-241.111	106.297	0	0	0
-241.112	106.400	-241.106	106.398	0	0	0
-241.112	106.500	-241.108	106.503	0	0	0
-241.112	106.600	-241.116	106.600	0	0	0
-241.112	106.700	-241.111	106.696	0	0	0
-241.112	106.800	-241.112	106.804	0	0	0
-241.112	106.900	-241.110	106.900	0	0	0
-241.112	107.000	-241.113	107.001	0	0	0
-241.112	107.100	-241.113	107.097	0	0	0
-241.112	107.200	-241.111	107.197	0	0	0
-241.112	107.300	-241.112	107.297	0	0	0
-241.112	107.400	-241.107	107.403	0	0	0
-241.112	107.500	-241.117	107.500	0	0	0
-241.112	107.600	-241.108	107.601	0	0	0
-241.112	107.700	-241.109	107.695	0	0	0
-241.112	107.800	-241.108	107.798	0	0	0
-241.112	107.900	-241.112	107.898	0	0	0
-241.112	108.000	-241.112	107.996	0	0	0
-241.112	108.100	-241.112	108.104	0	0	0
-241.112	108.200	-241.115	108.195	0	0	0
-241.112	108.300	-241.109	108.302	0	0	0
-241.112	108.400	-241.112	108.395	0	0	0
-241.112	108.500	-241.115	108.495	0	0	0
-241.112	108.600	-241.111	108.599	0	0	0
-241.112	108.700	-241.117	108.699	0	0	0
-241.112	108.800	-241.115	108.798	0	0	0
-241.112	108.900	-241.111	108.897	0	0	0
-241.012	104.900	-241.012	104.901	0	0	0
-241.012	105.000	-241.009	104.999	0	0	0
-241.012	105.100	-241.011	105.101	0	0	0
-241.012	105.200	-241.009	105.197	0	0	0
-241.012	105.300	-241.011	105.295	0	0	0
-241.012	105.400	-241.013	105.400	0	0	0
-241.012	105.500	-241.014	105.504	0	0	0
-241.012	105.600	-241.012	105.601	0	0	0
-241.012	105.700	-241.015	105.696	0	0	0
-241.012	105.800	-241.012	105.799	0	0	0
-241.012	105.900	-241.012	105.901	0	0	0
-241.012	106.000	-241.011	106.001	0	0	0
-241.012	106.100	-241.013	106.101	0	0	0
-241.012	106.200	-241.010	106.199	0	0	0
-241.012	106.300	-241.013	106.296	0	0	0
-241.012	106.400	-241.010	106.401	0	0	0
-241.012	106.500	-241.014	106.500	0	0	0
-241.012	106.600	-241.014	106.601	0	0	0
-241.012	106.700	-241.013	106.698	0	0	0
-241.012	106.800	-241.008	106.801	0	0	0
-241.012	106.900	-241.014	106.892	0	0	0
-241.012	107.000	-241.010	106.995	0	0	0
