# PL Mapping - 2025_07_23_17_28_36
# X Y Count1 Count2 Total
-2.004 -5.994 2610 2410 5020
-2.001 -5.001 2590 2500 5090
-1.999 -4.004 2540 2000 4540
-1.995 -3.004 2950 2790 5740
-1.994 -1.991 3290 3190 6480
-1.998 -0.999 2720 3040 5760
-2.000 -0.000 2790 2750 5540
-1.999 0.995 2850 2490 5340
-1.999 1.995 3250 3070 6320
-2.001 3.000 3310 3360 6670
-2.002 4.001 3280 3450 6730
-1.996 5.000 2840 2770 5610
-1.997 5.998 3010 2830 5840
-2.002 6.998 2670 2090 4760
-2.000 8.002 2810 2190 5000
-2.001 8.998 2660 2340 5000
-2.000 9.996 2660 2210 4870
-1.999 11.001 2930 2620 5550
-2.001 11.998 2620 2750 5370
-2.002 13.000 2010 1700 3710
-1.998 13.998 2090 2260 4350
-2.001 14.990 2330 1970 4300
-2.000 16.004 2150 1850 4000
-1.997 16.998 2140 2470 4610
-1.999 18.002 2180 2160 4340
-2.002 18.998 2250 2090 4340
-2.001 20.004 2590 2650 5240
-0.995 -19.999 2490 2360 4850
-1.001 -18.998 2210 2070 4280
-1.000 -17.998 2450 2280 4730
-1.004 -17.002 2150 2290 4440
-0.999 -15.995 2500 2000 4500
-0.999 -15.001 1980 2050 4030
-0.999 -13.993 2060 2410 4470
-0.997 -12.991 2290 2370 4660
-1.001 -12.000 2230 2170 4400
-1.004 -11.004 2080 2260 4340
-1.000 -9.994 2230 2140 4370
-0.999 -8.997 2410 2330 4740
-1.001 -8.002 2460 2370 4830
-0.995 -6.998 2380 2160 4540
-0.999 -6.002 2420 2480 4900
-1.004 -4.990 2390 2330 4720
-1.000 -3.998 2750 2650 5400
-1.002 -3.004 2840 2480 5320
-1.002 -1.997 3700 3670 7370
-1.002 -1.000 2820 3130 5950
-0.994 0.001 2640 2680 5320
-1.000 0.995 2640 2580 5220
-1.001 1.996 3020 2670 5690
-1.003 3.002 2750 2810 5560
-0.996 3.993 2530 3000 5530
-0.996 4.996 2420 2760 5180
-0.999 5.999 2630 2360 4990
-0.999 7.000 2800 2620 5420
-1.001 8.000 3130 2300 5430
-0.999 9.006 2870 2930 5800
-1.000 10.002 2820 2240 5060
-0.998 10.998 3050 2840 5890
-1.000 11.999 2430 2090 4520
-0.998 13.002 2330 2300 4630
-1.001 14.001 2080 2100 4180
-0.999 14.999 1910 1990 3900
-0.997 16.001 2250 1960 4210
-0.997 17.002 2320 2150 4470
-1.000 18.006 2250 1940 4190
-1.001 19.001 2450 2560 5010
-1.003 19.999 2380 2010 4390
-0.003 -19.994 2590 2340 4930
-0.001 -19.003 2510 2530 5040
-0.001 -17.987 2040 2100 4140
-0.001 -16.996 2360 2410 4770
-0.006 -16.003 2570 2560 5130
-0.002 -14.998 2330 2080 4410
-0.001 -14.000 2540 1840 4380
-0.000 -13.002 2160 2110 4270
-0.004 -11.994 2010 1840 3850
-0.003 -11.004 2260 2160 4420
0.002 -9.998 2190 1940 4130
0.006 -9.006 2490 1890 4380
-0.003 -7.997 2100 2030 4130
0.001 -6.993 2440 2230 4670
-0.001 -5.997 2530 2260 4790
0.001 -4.998 2610 2230 4840
-0.003 -3.998 2910 2760 5670
-0.001 -2.998 2710 2620 5330
0.000 -1.997 3190 3240 6430
0.002 -0.991 3070 3460 6530
0.003 0.003 2840 2610 5450
-0.002 1.004 2290 2530 4820
0.003 2.002 2720 2490 5210
-0.002 2.999 2650 2670 5320
0.000 4.006 2840 2620 5460
0.002 4.995 2650 2510 5160
-0.001 5.999 2560 2630 5190
0.001 7.002 2350 2520 4870
0.002 8.002 2630 2310 4940
-0.001 9.011 2880 2530 5410
0.002 9.996 3010 2400 5410
-0.000 11.005 2710 2910 5620
0.001 12.000 2400 2070 4470
-0.001 12.997 1910 1880 3790
0.001 13.997 2410 2110 4520
-0.001 14.999 1830 2180 4010
-0.003 16.004 2080 1970 4050
0.000 16.996 2370 2300 4670
0.003 18.008 2320 2190 4510
-0.004 19.003 2450 2030 4480
-0.004 19.991 2470 2160 4630
1.002 -20.004 2370 2310 4680
0.998 -18.999 2390 2280 4670
1.001 -18.004 2610 2570 5180
1.005 -16.999 2590 2490 5080
1.001 -15.998 2640 2450 5090
1.003 -15.001 2620 2420 5040
0.998 -14.005 2200 2020 4220
1.003 -13.001 2270 1960 4230
0.998 -12.000 2040 2450 4490
1.004 -11.002 2130 2050 4180
1.005 -9.994 1950 2130 4080
0.997 -8.998 2140 1970 4110
0.996 -8.000 2480 2190 4670
1.001 -6.992 2380 2270 4650
1.000 -6.004 2750 2420 5170
1.001 -5.002 2500 2650 5150
1.002 -3.993 2910 2660 5570
1.003 -3.003 2560 2220 4780
1.002 -1.998 2610 2780 5390
1.004 -1.002 2940 2650 5590
0.998 0.003 2900 2540 5440
1.003 0.997 2560 2470 5030
1.002 1.998 2350 2530 4880
0.999 3.001 2610 2410 5020
1.002 4.004 2730 2550 5280
0.997 4.998 2610 2130 4740
0.999 6.001 2450 2390 4840
0.999 7.001 2360 2550 4910
0.997 8.001 2840 2440 5280
0.996 9.001 2340 2400 4740
0.997 10.001 2350 2180 4530
1.001 11.000 2520 2330 4850
0.996 12.003 2560 2200 4760
1.000 12.998 2050 2190 4240
1.000 13.993 2510 2190 4700
0.996 14.998 2290 2000 4290
0.998 15.998 2510 2290 4800
1.002 17.004 2370 2040 4410
1.002 18.001 2270 2140 4410
1.000 18.993 2400 2420 4820
1.002 20.004 2610 2330 4940
2.002 -20.004 2490 2270 4760
2.001 -18.995 2370 2180 4550
2.000 -18.005 2530 2350 4880
2.002 -16.994 2960 2690 5650
2.000 -16.002 2380 2370 4750
2.002 -15.000 2710 2500 5210
2.000 -14.002 2420 2540 4960
1.997 -12.994 2450 2490 4940
2.002 -12.001 2010 2100 4110
1.998 -10.998 1770 1940 3710
2.001 -9.991 2150 1880 4030
2.001 -8.996 2080 2060 4140
2.004 -8.009 1780 2300 4080
1.999 -7.004 2540 2180 4720
1.998 -5.999 2670 2610 5280
1.998 -5.005 2910 2530 5440
2.002 -4.004 2830 2690 5520
2.000 -2.998 2440 2370 4810
2.003 -1.998 2630 2390 5020
2.004 -0.993 2520 2330 4850
2.002 -0.001 3100 2560 5660
1.999 1.001 2970 2060 5030
2.001 1.998 2580 2200 4780
1.996 2.997 2580 2380 4960
2.002 3.997 2860 2770 5630
1.999 4.999 2770 2770 5540
1.996 5.998 2850 2680 5530
1.999 7.000 2750 2420 5170
1.994 8.003 2440 2090 4530
2.002 9.005 2530 2150 4680
1.998 10.000 2160 1790 3950
1.997 11.007 2380 2200 4580
1.996 11.996 2280 2200 4480
1.996 13.007 2300 1950 4250
2.001 14.000 2430 2210 4640
2.003 15.006 2000 2140 4140
1.998 16.004 2470 2250 4720
1.997 16.978 2420 2280 4700
1.999 18.002 2550 2500 5050
2.004 18.992 2340 2380 4720
1.999 20.000 2680 2380 5060
2.994 -20.000 2720 2730 5450
3.000 -19.001 2450 2510 4960
2.999 -17.996 2390 2900 5290
3.003 -17.003 2070 2440 4510
3.000 -16.000 2390 2130 4520
2.999 -14.999 2580 2650 5230
2.996 -13.996 2340 2490 4830
3.000 -13.003 2630 2230 4860
3.002 -11.995 2190 2180 4370
3.000 -11.003 1810 1750 3560
2.996 -10.000 2240 1960 4200
2.998 -8.996 2460 1960 4420
3.001 -7.998 2230 2080 4310
3.000 -6.998 2340 2080 4420
2.998 -6.006 2280 2200 4480
3.001 -4.992 2660 2560 5220
3.004 -3.996 2480 2300 4780
2.999 -2.998 2270 2220 4490
3.001 -1.999 2140 2180 4320
3.002 -0.991 2950 2650 5600
3.002 0.003 2680 2830 5510
2.999 0.999 2280 2290 4570
3.002 1.998 2570 3150 5720
2.999 3.005 2640 2550 5190
2.998 4.003 2840 2530 5370
3.000 4.997 2830 2970 5800
3.001 5.999 2570 2520 5090
3.000 6.994 2590 2360 4950
3.002 7.992 2320 2190 4510
3.001 8.998 2670 2590 5260
2.995 10.001 2500 1960 4460
2.999 10.992 2520 2180 4700
3.000 12.000 2220 2270 4490
3.001 13.001 2220 2070 4290
2.998 13.999 2150 2010 4160
3.002 15.001 2050 2150 4200
3.002 16.002 2230 2230 4460
3.004 17.000 2770 2640 5410
3.003 17.989 2530 2370 4900
2.999 18.999 2750 2520 5270
2.999 20.001 2570 2650 5220
4.003 -19.999 2290 2200 4490
4.001 -19.005 2560 2650 5210
3.999 -17.993 2610 2760 5370
3.995 -17.002 2910 2320 5230
4.002 -15.997 2190 2560 4750
3.995 -15.001 2740 2860 5600
4.005 -13.993 2600 2410 5010
4.001 -13.004 2340 2210 4550
4.004 -12.007 2420 2220 4640
4.000 -10.996 2240 1740 3980
3.998 -10.004 1900 1960 3860
3.996 -9.001 2220 1990 4210
3.994 -8.002 1690 1860 3550
3.995 -6.994 1620 1880 3500
3.999 -5.999 2410 2120 4530
3.996 -5.000 2140 1790 3930
4.002 -4.001 2250 1970 4220
4.003 -3.007 2400 2160 4560
4.000 -1.994 2520 2070 4590
4.001 -1.010 2450 2370 4820
4.001 0.003 2600 2920 5520
4.002 1.003 2760 2600 5360
4.002 1.988 2440 2440 4880
4.002 3.004 2260 2490 4750
3.999 3.999 2560 2300 4860
3.998 4.999 2370 2440 4810
3.999 6.000 2690 2260 4950
4.002 7.003 2280 2190 4470
4.000 7.999 2190 2370 4560
3.998 9.002 2520 2520 5040
4.003 10.002 2620 2080 4700
3.995 10.999 2500 2260 4760
3.999 11.999 2190 2030 4220
4.002 12.993 2570 2380 4950
4.002 14.000 2340 2180 4520
4.001 15.007 2070 2210 4280
3.999 15.993 2390 2420 4810
3.996 17.000 2620 2700 5320
3.991 18.003 2480 2260 4740
4.001 18.995 2060 2490 4550
4.003 20.002 2380 2070 4450
4.996 -20.000 2400 2640 5040
5.002 -18.997 2960 2620 5580
4.997 -18.006 2610 2320 4930
4.998 -16.996 2390 2350 4740
5.001 -16.001 2210 2030 4240
4.998 -15.000 2380 2160 4540
5.000 -14.003 2040 2040 4080
4.998 -12.997 2340 2240 4580
5.002 -12.003 2160 2500 4660
5.000 -10.996 2270 2220 4490
4.996 -9.992 2220 2080 4300
4.996 -9.002 2280 2000 4280
4.997 -7.991 2380 1950 4330
4.994 -6.997 2410 2160 4570
4.999 -6.001 2340 1850 4190
5.002 -4.991 2490 2280 4770
4.999 -4.003 2370 2270 4640
4.995 -3.007 2440 2210 4650
5.002 -1.999 2510 2590 5100
5.001 -1.004 2650 2150 4800
5.003 -0.005 3040 2980 6020
5.000 0.996 2920 3340 6260
4.999 2.005 2590 3000 5590
4.999 2.999 2540 2460 5000
5.000 4.002 2560 2650 5210
4.998 5.004 2500 2290 4790
5.003 5.997 2380 2570 4950
5.000 6.997 2240 2210 4450
5.001 7.997 2490 2110 4600
4.997 9.001 2830 2460 5290
4.998 9.994 2690 2050 4740
5.002 11.009 2640 2410 5050
5.000 12.001 2600 2480 5080
5.001 13.005 2560 2750 5310
4.997 14.002 2400 2490 4890
4.998 15.002 2390 2330 4720
4.996 16.005 2030 2180 4210
4.998 16.997 2590 2530 5120
5.001 17.999 2280 1910 4190
5.000 18.999 2430 2330 4760
4.999 20.001 2560 2380 4940
6.003 -19.998 2640 2370 5010
6.002 -19.005 2730 2150 4880
5.999 -17.998 2090 2510 4600
6.001 -16.998 2580 2290 4870
5.998 -15.999 2460 2380 4840
6.001 -14.998 2440 2200 4640
6.000 -14.001 2250 2200 4450
6.001 -13.000 2040 2300 4340
6.001 -11.997 2320 2570 4890
5.999 -10.998 2200 2000 4200
6.000 -10.010 2430 2310 4740
6.001 -9.008 1770 1800 3570
6.001 -7.994 2070 1960 4030
6.000 -7.001 1830 2130 3960
6.005 -6.003 2260 2030 4290
6.004 -4.994 2150 1910 4060
5.999 -4.024 2490 2340 4830
6.000 -2.998 2590 2480 5070
6.000 -1.999 2720 2630 5350
5.999 -1.002 2750 2400 5150
5.999 -0.003 2550 2450 5000
6.001 1.002 2940 3130 6070
5.998 1.993 2440 2290 4730
5.998 2.995 2630 2490 5120
6.000 4.003 2530 2240 4770
6.005 4.995 2470 2320 4790
5.998 6.013 2650 2660 5310
6.001 6.999 2710 2460 5170
5.997 8.003 2350 2560 4910
6.007 9.001 2450 2330 4780
6.001 9.996 2490 2290 4780
5.998 10.996 2370 2090 4460
6.003 11.998 2480 2230 4710
6.003 12.997 2650 2540 5190
6.002 14.002 2620 2330 4950
5.998 14.990 2130 2430 4560
6.001 16.000 2210 2380 4590
6.002 16.998 2720 2070 4790
6.002 18.004 2630 2070 4700
6.000 19.002 2370 2410 4780
5.994 20.005 2420 2650 5070
7.000 -20.000 2340 2280 4620
6.998 -19.002 2380 2250 4630
7.002 -18.002 2580 2310 4890
7.002 -17.000 2550 2180 4730
6.996 -16.002 2670 2150 4820
7.007 -14.991 2560 2770 5330
6.996 -14.005 2550 2170 4720
6.998 -13.000 2940 2340 5280
7.003 -11.998 2510 2300 4810
7.003 -11.003 2560 2310 4870
6.996 -10.002 2060 2090 4150
7.000 -9.003 1710 2130 3840
7.003 -8.002 2440 2130 4570
7.005 -7.002 2380 1760 4140
7.005 -5.999 2010 2190 4200
7.006 -4.993 2290 2170 4460
7.000 -3.998 2240 2180 4420
7.002 -3.002 2530 2070 4600
7.003 -2.005 2730 2710 5440
7.004 -0.999 2540 2280 4820
7.003 0.007 2840 2690 5530
6.998 1.000 2560 2420 4980
7.002 2.000 2170 2160 4330
6.998 3.003 2090 1760 3850
7.003 3.997 2160 2310 4470
6.998 4.995 2310 2500 4810
7.003 5.996 2340 2630 4970
6.997 7.000 2340 2500 4840
6.997 8.006 2160 2570 4730
7.003 9.000 2510 2370 4880
7.002 9.999 2320 2430 4750
7.003 10.994 2510 2140 4650
7.000 11.999 2570 2410 4980
7.006 13.004 2730 2480 5210
6.997 13.998 2610 2640 5250
6.995 14.997 2050 2470 4520
7.001 16.004 2460 2200 4660
6.999 16.995 2610 2160 4770
7.001 17.999 2670 2120 4790
6.995 19.002 2700 2560 5260
7.000 20.000 2380 2390 4770
8.000 -19.998 2320 2150 4470
8.002 -18.997 2940 2560 5500
8.001 -18.008 2490 2160 4650
7.997 -17.006 2810 2310 5120
8.002 -16.000 2670 2330 5000
8.003 -14.993 2350 2730 5080
8.003 -14.003 2630 2610 5240
8.002 -12.997 2800 3020 5820
8.005 -12.005 2270 2050 4320
7.998 -11.003 2380 2410 4790
7.998 -9.999 2520 1900 4420
7.995 -8.998 2160 2340 4500
7.999 -7.998 2030 2320 4350
8.005 -7.002 1920 2150 4070
8.000 -5.998 2190 2050 4240
8.004 -4.998 2310 1870 4180
8.000 -4.002 2150 1840 3990
7.997 -3.000 1950 2120 4070
7.999 -2.000 2160 2090 4250
7.998 -0.996 2290 2230 4520
8.000 -0.003 2250 2100 4350
8.000 0.999 2700 2360 5060
7.999 2.000 2640 2770 5410
7.998 3.000 2590 2290 4880
7.999 4.002 2270 2220 4490
8.003 4.995 2040 2290 4330
8.001 6.003 2680 2460 5140
8.001 7.002 2390 2280 4670
8.002 7.998 2590 2240 4830
8.001 8.994 2450 1950 4400
8.001 9.995 2580 2380 4960
8.001 10.996 2350 2160 4510
7.999 11.995 2440 2540 4980
8.004 13.001 2350 2430 4780
7.999 13.998 2690 2260 4950
8.003 14.994 2700 2430 5130
7.997 16.001 2740 2500 5240
8.001 17.006 2240 2240 4480
8.003 17.993 2850 2270 5120
7.999 18.996 2670 2440 5110
8.000 19.997 2750 2330 5080
9.002 -19.999 2450 2640 5090
9.000 -19.001 2490 2230 4720
8.995 -17.996 2680 2690 5370
9.001 -17.002 2100 2310 4410
9.001 -16.007 2620 2560 5180
8.997 -15.005 2630 2380 5010
9.000 -14.002 2340 2470 4810
8.999 -13.001 2410 2420 4830
8.996 -12.001 2110 2230 4340
8.996 -11.002 2150 2140 4290
8.996 -9.999 2260 2190 4450
9.005 -8.999 2200 1980 4180
9.004 -7.973 2180 2010 4190
9.003 -6.999 2280 1760 4040
9.000 -6.002 2160 2200 4360
9.002 -4.990 2280 2160 4440
9.003 -3.994 1830 2350 4180
8.997 -3.002 1960 1860 3820
8.999 -2.000 1710 2040 3750
9.006 -0.999 2470 2020 4490
9.005 0.007 2530 2090 4620
9.002 1.002 2630 2460 5090
9.005 1.998 2120 2440 4560
8.999 2.996 2540 2640 5180
9.000 4.002 2770 2510 5280
9.000 5.000 2190 2180 4370
8.998 6.003 2210 2080 4290
8.997 7.006 2240 2350 4590
8.996 8.003 2360 2150 4510
9.002 8.993 2370 2000 4370
9.003 9.999 2210 2260 4470
8.994 11.000 2360 2240 4600
8.996 12.000 2450 2680 5130
8.999 12.994 2540 2540 5080
9.004 14.000 2660 2850 5510
8.997 15.002 2510 2220 4730
9.002 16.008 2630 2510 5140
9.001 17.000 2230 2240 4470
8.999 18.002 3130 2270 5400
9.005 18.999 2470 2260 4730
8.999 20.007 2590 2620 5210
9.997 -20.001 2080 2010 4090
9.999 -19.001 2010 2090 4100
9.999 -18.001 2410 2500 4910
10.002 -16.996 2540 2470 5010
9.997 -15.998 2320 2090 4410
9.997 -14.999 2410 2250 4660
10.002 -14.003 2240 2210 4450
9.995 -13.001 2440 2300 4740
10.002 -12.002 1920 2160 4080
10.002 -11.001 2560 2230 4790
10.000 -10.001 2200 2220 4420
9.999 -9.003 2040 1930 3970
9.999 -7.997 2210 2200 4410
10.000 -7.004 1860 1840 3700
9.998 -5.999 2120 1740 3860
9.999 -5.002 2030 2250 4280
10.001 -4.002 1960 2060 4020
10.000 -3.005 2200 1830 4030
10.001 -2.000 2330 2430 4760
9.999 -1.002 2200 2180 4380
10.004 0.000 2520 2500 5020
9.999 0.998 2870 2870 5740
9.999 2.004 2770 2440 5210
9.999 3.005 2110 2180 4290
9.999 4.000 2410 2140 4550
10.002 5.000 2120 1880 4000
9.997 5.995 2190 2230 4420
9.998 7.003 2690 2370 5060
9.997 8.009 2110 2240 4350
9.999 9.002 2250 2230 4480
9.997 10.002 2170 2160 4330
9.999 10.996 2450 2260 4710
10.000 12.000 2600 2700 5300
10.000 12.997 2400 2470 4870
10.001 14.011 2450 2520 4970
10.002 14.998 2400 2260 4660
10.000 15.993 2210 2310 4520
9.998 16.999 2180 2050 4230
10.001 17.999 2400 2190 4590
10.000 19.005 2800 2600 5400
10.004 20.004 2590 2280 4870
11.003 -20.001 2550 2090 4640
11.000 -19.001 2190 2070 4260
11.003 -18.004 2780 2670 5450
10.998 -17.003 2100 2330 4430
11.000 -15.975 2160 2230 4390
10.999 -15.003 2090 2080 4170
10.999 -14.004 2430 2160 4590
10.999 -13.000 2300 2530 4830
11.002 -11.999 2490 2180 4670
11.000 -10.996 2450 2190 4640
10.999 -9.997 2620 2370 4990
10.995 -9.013 2400 2390 4790
11.002 -7.999 2230 2280 4510
11.000 -7.001 2100 1820 3920
11.001 -5.990 2120 2110 4230
11.005 -4.996 1900 1930 3830
10.995 -3.991 2240 2320 4560
10.998 -3.000 1870 1980 3850
11.002 -1.997 2490 1960 4450
11.004 -0.998 2530 2340 4870
10.999 0.000 2070 2220 4290
11.002 1.003 2570 2270 4840
11.003 2.000 1980 1980 3960
10.995 3.004 2400 2530 4930
10.997 3.997 2360 1840 4200
10.997 5.001 2430 2400 4830
11.003 5.999 2040 2160 4200
10.994 7.004 2250 2440 4690
10.997 8.003 2460 2310 4770
10.999 8.998 2260 2390 4650
10.993 10.003 2280 2040 4320
10.999 10.998 2520 2580 5100
11.002 11.995 2270 2120 4390
10.998 13.008 2220 2220 4440
11.005 14.001 2440 2410 4850
11.001 14.999 2580 1900 4480
11.003 16.001 2640 2200 4840
11.000 16.996 2740 2300 5040
11.002 18.005 2360 2040 4400
11.002 19.002 2640 2560 5200
10.999 20.002 2660 2300 4960
12.000 -19.996 2370 2240 4610
11.995 -19.004 2220 2030 4250
11.999 -18.006 2090 2310 4400
11.998 -16.996 2330 2200 4530
12.003 -16.002 2230 2190 4420
12.001 -14.998 2190 2390 4580
11.999 -14.000 2480 2480 4960
11.999 -13.000 2770 2470 5240
12.002 -12.000 2210 2280 4490
12.001 -11.001 2510 2200 4710
12.000 -9.999 2550 2380 4930
12.002 -9.003 2030 2140 4170
12.001 -8.003 2150 1850 4000
11.999 -6.998 2040 1670 3710
11.998 -5.989 2140 2040 4180
