# PL Mapping - 2025_07_23_17_28_36
# X Y Count1 Count2 Total
-17.997 8.997 2070 1930 4000
-18.002 10.001 2300 2110 4410
-18.002 11.003 2410 2050 4460
-17.995 11.998 2580 2430 5010
-18.004 13.001 2500 2360 4860
-18.001 13.992 2830 2480 5310
-18.000 14.998 3040 2790 5830
-17.998 16.000 3080 2840 5920
-18.005 17.002 2510 2430 4940
-17.999 17.998 1850 1520 3370
-18.005 19.002 1250 1440 2690
-17.999 20.005 1500 1250 2750
-17.000 -19.989 3000 2450 5450
-17.001 -18.989 2400 2400 4800
-17.003 -17.999 2050 2090 4140
-16.997 -17.003 2520 2090 4610
-17.003 -15.998 2100 2160 4260
-16.995 -14.997 2290 2330 4620
-17.001 -14.008 2700 2360 5060
-17.001 -12.999 2370 2060 4430
-17.000 -11.996 2070 2490 4560
-16.996 -11.000 2250 2210 4460
-16.994 -9.999 2530 2080 4610
-17.003 -8.994 2690 2120 4810
-17.002 -8.000 2830 2500 5330
-17.004 -6.998 2390 2630 5020
-17.005 -5.999 2980 2610 5590
-17.004 -5.005 2940 2590 5530
-17.001 -4.005 3430 3290 6720
-16.999 -3.000 2860 3150 6010
-17.001 -1.996 3410 3160 6570
-17.001 -0.997 3410 3440 6850
-17.001 0.004 3170 2910 6080
-16.995 0.999 2930 2660 5590
-16.999 2.000 2740 2910 5650
-16.998 2.999 3270 2640 5910
-17.002 3.999 2270 2240 4510
-16.998 5.006 2450 2030 4480
-17.004 5.999 1890 2480 4370
-17.000 6.998 2030 2250 4280
-17.001 8.008 2350 2180 4530
-17.003 9.002 2080 2430 4510
-17.001 10.002 2250 1960 4210
-17.001 10.991 2520 2290 4810
-17.002 11.998 2300 2120 4420
-17.002 13.002 2140 2130 4270
-17.000 14.000 2740 2460 5200
-17.000 14.999 3000 2780 5780
-16.998 16.000 2900 2630 5530
-16.998 16.996 2860 2970 5830
-17.001 18.003 2240 1760 4000
-16.998 18.991 1520 1530 3050
-16.999 19.997 1420 1440 2860
-15.992 -20.003 2680 2550 5230
-16.000 -18.998 2060 1860 3920
-15.999 -18.000 2190 2080 4270
-15.999 -17.006 2280 2130 4410
-16.001 -16.006 2680 2640 5320
-16.003 -15.004 2390 2070 4460
-16.000 -13.997 2320 2410 4730
-16.001 -13.004 2460 2070 4530
-15.997 -12.000 2160 2390 4550
-16.002 -11.000 2450 2360 4810
-15.994 -9.994 2240 2190 4430
-15.999 -9.000 2600 2430 5030
-16.002 -8.004 2680 2520 5200
-16.003 -6.997 2280 2110 4390
-15.995 -5.992 2570 2130 4700
-16.004 -4.996 2730 2710 5440
-16.000 -3.997 3350 3320 6670
-15.999 -2.998 2930 2710 5640
-16.001 -2.002 3220 3170 6390
-15.998 -1.000 3170 2740 5910
-16.000 0.005 3250 2900 6150
-15.992 0.997 3500 3140 6640
-16.003 1.997 3430 3010 6440
-15.997 3.002 3340 3530 6870
-15.997 4.002 3110 2720 5830
-16.003 5.009 2620 2550 5170
-16.007 5.997 2380 2300 4680
-16.000 7.002 2210 2480 4690
-16.000 7.990 2080 2310 4390
-16.003 9.001 2120 2430 4550
-15.997 10.009 2220 2140 4360
-15.998 11.002 2420 2310 4730
-16.008 11.998 2270 2340 4610
-16.001 13.003 2310 2230 4540
-15.997 13.999 2770 2490 5260
-15.998 15.000 3030 3040 6070
-16.000 16.000 2740 2900 5640
-16.002 16.994 2590 2680 5270
-15.998 17.995 2330 2120 4450
-16.001 19.001 1990 1910 3900
-16.007 20.000 1680 1410 3090
-14.999 -19.992 3280 3250 6530
-15.000 -19.003 2680 2360 5040
-14.999 -18.002 2370 2050 4420
-14.998 -16.999 2410 2190 4600
-14.998 -15.998 2120 2040 4160
-15.000 -15.003 2500 2320 4820
-15.001 -13.996 2370 2150 4520
-14.997 -13.004 2240 2330 4570
-15.002 -12.001 2450 2300 4750
-15.001 -10.999 2290 2060 4350
-14.999 -9.999 2330 2260 4590
-15.000 -8.997 2610 2240 4850
-14.998 -8.003 2790 2670 5460
-15.000 -7.006 2710 1930 4640
-15.000 -6.004 2490 2410 4900
-15.000 -5.005 2860 2830 5690
-14.998 -3.995 2470 2950 5420
-14.999 -2.999 3000 2770 5770
-14.996 -2.003 2570 2520 5090
-15.001 -1.000 2780 2630 5410
-14.996 0.002 3000 2680 5680
-14.997 1.002 3940 3570 7510
-14.997 2.000 3480 2900 6380
-14.999 3.001 3960 3820 7780
-14.996 4.008 3070 2680 5750
-14.997 5.005 2440 2270 4710
-15.000 5.992 2670 2430 5100
-15.002 6.996 2180 2060 4240
-15.003 8.000 2260 2110 4370
-15.004 8.999 2480 2200 4680
-15.002 9.999 2250 1840 4090
-15.000 10.997 2290 2180 4470
-15.001 11.996 2200 2680 4880
-14.998 13.000 1990 2280 4270
-14.996 13.999 2810 2700 5510
-14.999 14.996 3530 2730 6260
-15.003 16.001 3170 2740 5910
-14.994 17.007 2980 3000 5980
-15.003 17.996 2650 2540 5190
-14.998 18.998 1950 2040 3990
-15.000 20.000 1810 1740 3550
-13.998 -19.998 2840 2650 5490
-14.002 -19.001 2370 2220 4590
-13.996 -18.002 2440 2310 4750
-13.998 -16.999 2580 2190 4770
-14.005 -15.999 2280 2330 4610
-14.000 -14.998 2480 2060 4540
-14.002 -14.000 2360 2130 4490
-13.998 -12.997 2240 2440 4680
-14.004 -12.004 2210 2140 4350
-14.000 -11.007 2430 2390 4820
-13.997 -10.000 2390 2390 4780
-14.004 -9.000 2880 2940 5820
-13.999 -7.999 2730 2570 5300
-14.001 -6.998 2500 2610 5110
-14.000 -5.998 2220 2670 4890
-13.996 -5.001 2300 2040 4340
-14.000 -3.995 2500 2440 4940
-14.000 -3.003 3050 2780 5830
-14.000 -2.002 3010 2970 5980
-13.999 -1.005 3250 2970 6220
-14.001 -0.001 3310 3060 6370
-14.002 1.001 3760 4060 7820
-14.002 2.001 3880 3820 7700
-13.997 2.998 4220 4200 8420
-14.001 4.001 3220 3340 6560
-14.002 5.001 2530 2420 4950
-13.999 5.999 2580 2700 5280
-14.000 6.997 2340 1870 4210
-14.002 8.006 2570 2080 4650
-13.997 9.000 2670 2550 5220
-13.998 10.000 2020 1650 3670
-13.998 10.996 1960 2080 4040
-14.004 11.995 2740 2260 5000
-14.003 12.997 2170 1980 4150
-14.000 13.999 2540 2560 5100
-13.999 15.001 3050 2850 5900
-13.999 16.000 2740 2740 5480
-13.996 16.996 3230 3000 6230
-13.997 18.003 2710 2160 4870
-14.001 19.002 3070 2400 5470
-14.000 20.002 2420 1670 4090
-13.002 -20.005 2750 2610 5360
-12.999 -19.005 2850 2360 5210
-12.999 -18.001 2790 2550 5340
-13.001 -17.006 2610 2350 4960
-13.004 -15.999 2210 1980 4190
-13.003 -14.991 2350 2070 4420
-13.002 -13.999 2510 2280 4790
-12.997 -13.001 2550 2450 5000
-13.003 -12.003 2400 2320 4720
-12.995 -10.994 2380 2400 4780
-13.004 -9.997 2610 2270 4880
-13.000 -9.003 2770 2010 4780
-12.997 -7.999 2320 2430 4750
-12.997 -6.991 2370 2370 4740
-12.999 -5.994 2640 2220 4860
-12.999 -4.998 2180 2180 4360
-13.002 -3.993 2680 2230 4910
-13.004 -3.009 2950 3090 6040
-13.003 -2.006 3670 3220 6890
-12.996 -0.994 4000 3510 7510
-13.003 -0.002 3690 3770 7460
-12.999 0.997 3580 2960 6540
-13.000 2.000 3310 2960 6270
-13.000 2.999 3400 2900 6300
-12.997 4.004 2400 2600 5000
-13.001 4.999 2350 2220 4570
-12.997 5.998 2580 2150 4730
-13.001 7.001 2520 2470 4990
-12.998 8.002 2350 2080 4430
-12.997 8.999 2350 2120 4470
-13.001 10.000 2330 2060 4390
-13.002 11.002 2350 2210 4560
-12.998 11.994 2330 2180 4510
-13.001 12.997 2390 2250 4640
-13.000 13.999 2630 2550 5180
-12.997 14.999 2520 2590 5110
-13.000 16.009 2910 2830 5740
-13.002 16.996 2750 2790 5540
-13.003 18.004 2750 2790 5540
-12.998 18.997 2870 2670 5540
-13.001 20.001 2860 2070 4930
-12.002 -19.999 2910 2610 5520
-12.001 -18.999 2840 2970 5810
-12.005 -18.002 3000 2570 5570
-12.003 -16.997 2450 2650 5100
-11.998 -16.000 2290 1850 4140
-11.998 -14.996 2550 2470 5020
-11.999 -14.005 2690 2330 5020
-11.998 -12.997 2480 2050 4530
-12.001 -12.010 2080 2360 4440
-12.001 -11.003 2360 2200 4560
-12.000 -10.003 2090 1980 4070
-11.998 -9.002 2460 2370 4830
-11.997 -8.001 2380 2480 4860
-11.998 -7.000 2630 2340 4970
-12.001 -5.995 2840 2550 5390
-12.002 -4.998 2420 2130 4550
-11.998 -4.004 2800 2810 5610
-12.000 -2.991 2740 2750 5490
-11.998 -2.002 3340 3220 6560
-11.999 -1.005 3880 3740 7620
-12.000 0.003 3410 3470 6880
-12.006 0.999 3520 3170 6690
-11.998 2.000 3120 3090 6210
-12.001 3.000 3100 3150 6250
-12.000 4.000 2760 2390 5150
-11.996 5.002 2860 2730 5590
-12.005 6.003 2380 2240 4620
-12.004 6.999 2270 2360 4630
-12.000 8.001 2100 1940 4040
-11.999 8.998 2260 1820 4080
-12.000 9.998 2170 2010 4180
-12.005 10.996 2410 2190 4600
-12.003 12.002 2460 2560 5020
-11.997 13.001 2410 2630 5040
-12.003 14.001 2870 2470 5340
-11.999 14.998 2550 2170 4720
-11.995 15.998 2220 2410 4630
-12.001 17.002 2770 2720 5490
-11.995 17.999 2830 3000 5830
-12.006 18.999 3370 2850 6220
-11.999 20.001 2860 2860 5720
-11.004 -20.005 2750 2980 5730
-10.999 -18.999 2650 2700 5350
-10.998 -17.999 2650 2350 5000
-11.001 -16.995 2340 2370 4710
-10.994 -15.996 2310 2090 4400
-10.994 -14.997 2570 2610 5180
-11.001 -13.997 2530 2230 4760
-11.001 -13.005 2510 1950 4460
-11.001 -12.001 2280 2340 4620
-11.001 -11.002 2750 2080 4830
-10.997 -10.001 2640 2180 4820
-10.998 -8.995 2290 2450 4740
-10.999 -8.002 2630 2520 5150
-10.996 -7.001 2700 2580 5280
-10.995 -5.998 2690 2750 5440
-11.003 -4.996 2760 2600 5360
-11.001 -3.997 2540 2460 5000
-10.997 -3.002 2400 2880 5280
-11.000 -2.001 3660 3110 6770
-10.996 -0.998 2930 3190 6120
-10.999 0.003 2500 3070 5570
-11.003 1.000 3120 3330 6450
-10.992 2.003 2950 2940 5890
-11.003 3.003 3390 3130 6520
-11.000 3.994 3490 2920 6410
-11.001 4.998 2940 3180 6120
-11.003 5.997 3010 2940 5950
-10.995 6.997 2640 2270 4910
-11.000 7.996 2300 2110 4410
-10.999 9.002 2340 1740 4080
-10.999 10.003 2250 2230 4480
-11.001 11.002 2400 2300 4700
-11.001 11.996 2480 2590 5070
-11.002 12.993 2660 2130 4790
-10.999 14.007 2120 2110 4230
-11.001 15.001 2110 2350 4460
-11.000 16.001 2170 2330 4500
-11.001 17.000 2250 2310 4560
-11.003 18.000 2780 2740 5520
-10.999 19.000 3250 3360 6610
-11.000 19.996 2480 2500 4980
-10.003 -19.996 2460 2520 4980
-9.999 -18.994 2790 2450 5240
-10.001 -18.002 2530 2620 5150
-10.002 -16.997 2380 2460 4840
-9.997 -16.001 2490 2480 4970
-9.999 -15.003 2140 2230 4370
-10.000 -14.003 2440 2480 4920
-9.998 -13.002 2490 2770 5260
-9.998 -12.000 2580 2270 4850
-10.000 -11.001 2300 2420 4720
-9.994 -9.998 2190 2120 4310
-10.001 -9.006 3160 2430 5590
-10.002 -8.004 2640 2450 5090
-9.997 -6.992 2750 2580 5330
-10.005 -5.998 2720 2720 5440
-9.998 -5.004 2760 2590 5350
-10.001 -3.997 2820 2710 5530
-9.998 -2.997 2260 2240 4500
-10.000 -1.999 2690 2680 5370
-9.998 -1.001 2990 2750 5740
-10.004 -0.001 3210 2960 6170
-10.000 1.005 3170 2640 5810
-9.999 1.999 3180 2870 6050
-9.998 3.010 3610 3270 6880
-10.003 3.998 3000 3040 6040
-10.001 5.002 4040 3440 7480
-9.998 5.998 3080 2800 5880
-10.004 7.003 2550 2510 5060
-9.995 7.998 2720 2170 4890
-10.003 9.004 2040 1950 3990
-10.001 10.000 2340 2240 4580
-9.997 11.000 2240 2040 4280
-10.004 11.997 2230 2050 4280
-10.002 13.004 2310 2460 4770
-10.000 14.003 2670 2290 4960
-10.000 15.001 2390 2330 4720
-9.999 16.006 2290 2350 4640
-9.998 16.998 2370 2190 4560
-10.001 18.004 2780 2490 5270
-9.997 19.000 2820 2730 5550
-9.998 19.996 2730 2780 5510
-9.003 -20.002 2660 2840 5500
-8.999 -19.000 2260 2430 4690
-8.999 -17.999 2630 2830 5460
-8.996 -17.000 3180 2580 5760
-9.000 -15.999 2960 2530 5490
-9.002 -14.997 2530 2300 4830
-9.006 -13.999 2220 1910 4130
-8.998 -13.003 2450 2480 4930
-9.000 -11.997 2630 2900 5530
-9.003 -11.001 2150 2240 4390
-9.004 -10.002 2070 2070 4140
-9.003 -9.006 2380 2360 4740
-9.002 -7.997 2620 2540 5160
-9.001 -7.002 2600 2690 5290
-9.000 -5.999 2660 2530 5190
-9.002 -5.003 2730 2430 5160
-9.001 -3.998 2590 2430 5020
-8.999 -2.997 2190 2140 4330
-9.002 -1.997 2740 2480 5220
-9.002 -0.999 3040 2860 5900
-9.002 0.002 3690 3450 7140
-9.002 1.007 3420 3370 6790
-9.000 1.998 3160 3290 6450
-9.000 3.000 3630 3430 7060
-9.002 4.001 3370 3180 6550
-9.003 4.999 3720 3140 6860
-8.999 5.999 3150 2820 5970
-9.001 6.998 2650 2700 5350
-8.999 7.997 2520 2280 4800
-9.004 9.003 2280 2260 4540
-8.998 9.996 2230 2220 4450
-8.998 10.991 2500 2290 4790
-9.000 12.002 2390 2290 4680
-9.001 13.004 2450 2320 4770
-8.998 14.001 2630 2310 4940
-8.999 14.999 2510 2230 4740
-9.002 15.996 2540 1970 4510
-8.999 17.003 2280 2320 4600
-9.001 17.992 2400 2190 4590
-8.999 18.994 2870 2670 5540
-9.001 19.999 2680 3090 5770
-7.999 -20.006 2510 2300 4810
-7.998 -19.002 2560 1920 4480
-8.002 -17.994 2430 2690 5120
-8.001 -17.000 2490 2420 4910
-8.004 -16.000 2850 2380 5230
-7.999 -14.999 2710 2470 5180
-7.998 -13.992 2410 2700 5110
-7.996 -13.001 2450 2530 4980
-8.002 -11.995 2520 2540 5060
-7.996 -10.996 2230 2170 4400
-7.999 -10.009 2430 2050 4480
-8.001 -9.007 2690 2630 5320
-7.999 -7.999 3110 2580 5690
-8.000 -7.001 2600 2020 4620
-7.995 -6.001 2600 2550 5150
-7.999 -4.998 3060 2820 5880
-8.003 -4.002 3210 3130 6340
-8.000 -2.999 2580 2680 5260
-8.001 -1.996 3100 3510 6610
-7.999 -1.006 3370 3500 6870
-8.001 -0.006 3400 3220 6620
-7.998 1.001 4200 4100 8300
-7.999 2.004 3940 3490 7430
-8.002 2.995 3360 3260 6620
-8.001 4.003 3200 3350 6550
-8.001 5.002 3400 3570 6970
-8.001 5.998 3150 3460 6610
-8.002 6.999 2850 2510 5360
-8.003 7.999 2650 2630 5280
-7.999 9.005 2460 2100 4560
-8.001 10.004 2440 2300 4740
-8.000 10.998 2290 1950 4240
-7.999 11.991 2060 1980 4040
-7.998 13.000 2260 2360 4620
-8.001 14.001 2260 2290 4550
-7.999 15.003 2930 2060 4990
-8.001 15.999 2050 2270 4320
-7.997 16.998 1940 2180 4120
-8.000 18.000 2510 2400 4910
-7.997 19.005 2520 2680 5200
-7.996 20.000 2750 2930 5680
-7.002 -20.000 2480 2440 4920
-7.003 -19.004 2490 2390 4880
-7.002 -18.003 2480 2240 4720
-7.002 -17.000 2490 2160 4650
-7.005 -16.001 2370 2500 4870
-7.001 -15.002 2880 2570 5450
-7.002 -13.998 2320 2600 4920
-6.998 -12.997 2280 2380 4660
-6.997 -12.002 2410 1910 4320
-6.998 -10.999 2150 2110 4260
-7.002 -9.996 2200 2310 4510
-7.001 -9.002 2780 3010 5790
-6.999 -8.001 3420 3750 7170
-7.000 -7.004 2450 2570 5020
-7.002 -5.992 3120 2470 5590
-6.999 -4.998 2610 2450 5060
-6.997 -3.999 2960 2810 5770
-6.997 -2.998 2950 2900 5850
-7.001 -2.003 3510 3420 6930
-6.999 -1.006 3770 3360 7130
-7.000 0.000 3920 3860 7780
-6.996 0.998 3810 3450 7260
-6.997 1.998 3330 3170 6500
-7.000 2.996 3280 2990 6270
-7.001 3.997 2870 2450 5320
-7.000 5.000 3190 2720 5910
-7.003 5.992 3370 3030 6400
-6.995 7.002 2690 2410 5100
-6.997 8.002 2940 2690 5630
-7.003 8.999 2360 2270 4630
-7.003 10.009 2380 2030 4410
-7.001 10.997 2160 2060 4220
-7.000 12.001 2110 1930 4040
-6.998 12.999 2160 2000 4160
-7.002 14.003 2220 2320 4540
-6.997 15.003 1980 2310 4290
-7.004 16.006 2360 1890 4250
-7.002 16.998 2480 2040 4520
-6.999 18.002 2240 2180 4420
-6.999 19.004 2450 2200 4650
-7.004 19.997 2820 2550 5370
-5.999 -19.997 2310 2370 4680
-6.003 -19.002 2320 2060 4380
-5.999 -17.998 2460 2090 4550
-5.999 -16.995 2290 2420 4710
-5.998 -16.000 2150 2470 4620
-6.001 -14.999 3130 2660 5790
-5.997 -13.998 2120 2440 4560
-6.004 -12.997 2310 2390 4700
-5.997 -12.005 2540 2180 4720
-5.998 -11.001 2170 1830 4000
-5.999 -10.001 2510 1950 4460
-6.001 -9.002 3080 3000 6080
-6.001 -8.002 3790 3620 7410
-6.002 -7.006 3120 2410 5530
-6.000 -5.998 2520 2370 4890
-5.998 -5.002 2940 2780 5720
-5.998 -3.999 3130 2920 6050
-6.000 -3.004 2880 2820 5700
-5.999 -1.997 3500 3100 6600
-6.002 -1.003 3270 2830 6100
-6.000 0.004 3520 3270 6790
-6.000 1.000 3370 3150 6520
-6.000 2.005 3250 2850 6100
-6.001 3.000 2980 2910 5890
-6.002 3.999 3000 2710 5710
-6.001 5.009 2510 2900 5410
-6.000 5.998 3570 2820 6390
-6.001 6.999 3090 2720 5810
-6.000 7.998 3110 2800 5910
-6.001 9.000 2650 2230 4880
-5.999 9.992 2270 2010 4280
-5.999 11.001 2350 2030 4380
-6.001 11.993 2040 1890 3930
-6.001 13.003 2560 2010 4570
-6.001 13.997 2390 2000 4390
-6.002 15.000 2310 2060 4370
-6.001 16.007 2310 2200 4510
-6.001 17.015 2410 2380 4790
-6.003 17.999 2330 1980 4310
-5.996 18.999 2230 2210 4440
-6.002 19.996 2450 2410 4860
-5.003 -20.001 2480 2360 4840
-4.997 -19.002 2270 2080 4350
-5.003 -18.004 2380 2350 4730
-5.000 -16.999 2310 2320 4630
-4.998 -15.995 2200 2080 4280
-5.000 -15.001 3020 2610 5630
-5.005 -14.006 2320 2530 4850
-5.003 -13.001 2230 2340 4570
-5.001 -12.003 2520 2320 4840
-4.998 -10.999 2540 1690 4230
-5.000 -10.002 2090 1940 4030
-5.000 -9.002 2730 2350 5080
-5.001 -7.994 3140 2620 5760
-5.002 -6.996 2740 2490 5230
-4.998 -5.997 2910 2820 5730
-5.001 -5.002 2910 2990 5900
-4.997 -4.005 3540 3360 6900
-4.999 -3.003 3260 3150 6410
-4.999 -2.000 2700 2850 5550
-5.001 -0.997 3140 3160 6300
-5.000 0.005 2820 3210 6030
-4.997 1.003 2340 2620 4960
-5.002 2.004 3160 2970 6130
-4.998 3.003 3630 2990 6620
-5.003 4.006 2750 2650 5400
-4.997 4.996 2650 2540 5190
-5.002 5.999 3670 2610 6280
-5.001 7.000 3640 3450 7090
-5.000 8.001 3340 3040 6380
-4.999 8.997 2820 2530 5350
-4.999 10.003 2390 2190 4580
-5.000 11.005 2140 1980 4120
-4.995 12.004 2130 2190 4320
-4.994 12.995 2390 2140 4530
-5.001 13.999 2100 1890 3990
-5.003 15.003 2510 2080 4590
-4.996 16.000 2410 2420 4830
-5.002 16.999 2330 2180 4510
-5.001 18.005 2500 2010 4510
-4.997 19.004 2390 1770 4160
-5.002 20.002 2520 2500 5020
-4.003 -19.997 2400 2600 5000
-4.000 -18.998 2310 2100 4410
-3.998 -18.000 2100 2370 4470
-3.995 -16.998 2440 2120 4560
-3.999 -15.996 2350 1900 4250
-4.003 -14.999 2510 2530 5040
-3.998 -13.989 2310 2150 4460
-4.000 -12.998 2120 1920 4040
-3.999 -11.997 2170 1960 4130
-3.993 -11.004 2310 2230 4540
-3.999 -10.001 2180 2000 4180
-4.002 -9.004 2360 2470 4830
-3.997 -8.005 2680 2480 5160
-4.001 -7.001 3090 2520 5610
-3.996 -6.000 3150 2870 6020
-3.999 -5.002 3150 2800 5950
-3.993 -4.002 3200 3430 6630
-3.997 -2.999 2810 2710 5520
-4.001 -2.000 2430 2300 4730
-3.998 -0.999 3190 2680 5870
-3.995 -0.004 2810 2840 5650
-4.001 0.996 2600 2850 5450
-3.995 2.000 3680 3350 7030
-4.002 2.999 3070 3080 6150
-3.998 4.002 2730 2910 5640
-3.999 4.996 2860 2600 5460
-3.999 5.989 3610 3460 7070
-4.002 7.002 4420 3620 8040
-4.000 7.995 3060 2990 6050
-4.000 8.999 2490 2150 4640
-4.001 10.000 1950 2100 4050
-4.002 11.001 2470 2020 4490
-4.006 12.003 2570 2450 5020
-3.998 13.004 2520 2480 5000
-3.994 13.999 2370 2140 4510
-3.998 15.003 2730 2310 5040
-4.000 15.996 2390 2100 4490
-4.001 17.001 2470 2340 4810
-3.998 18.004 2260 2450 4710
-4.000 19.002 2220 1960 4180
-4.000 20.001 2450 2560 5010
-2.998 -20.000 2560 2230 4790
-3.002 -19.000 2270 2090 4360
-2.994 -17.995 2490 2450 4940
-3.002 -17.000 2490 2450 4940
-3.000 -15.999 2500 2190 4690
-3.002 -15.001 2230 2200 4430
-2.996 -13.993 2420 1970 4390
-3.000 -12.996 1930 2090 4020
-2.999 -11.996 2110 2060 4170
-3.000 -11.004 2250 2160 4410
-3.001 -10.004 2290 2430 4720
-2.998 -8.998 2770 2150 4920
-3.005 -8.004 2160 2100 4260
-3.001 -7.004 2740 2370 5110
-3.001 -5.995 2360 2040 4400
-3.002 -5.000 2910 3000 5910
-2.998 -4.010 2650 2690 5340
-3.004 -2.997 2750 2620 5370
-3.002 -1.980 2940 2810 5750
-2.999 -1.000 2950 2700 5650
-2.995 -0.004 3010 2650 5660
-2.998 1.005 2630 2760 5390
-3.001 2.001 3270 3160 6430
-2.999 2.999 3210 2970 6180
-3.001 3.997 3200 3260 6460
-3.002 4.996 2770 2880 5650
-3.000 5.998 3380 2970 6350
-3.002 6.998 3380 2670 6050
-2.998 8.006 3200 2770 5970
-2.998 9.002 2580 2210 4790
-3.001 10.003 2340 2230 4570
-3.000 11.002 2730 2710 5440
-3.001 11.998 2620 2520 5140
-3.000 12.997 2250 2190 4440
-3.000 14.007 2220 2420 4640
-3.003 15.005 2340 2140 4480
-3.003 15.998 2270 2270 4540
-2.998 16.995 2350 2160 4510
-3.000 17.998 2380 2130 4510
-3.001 18.999 2370 2680 5050
-2.998 19.997 2430 2200 4630
-2.000 -19.995 2590 2500 5090
-2.004 -19.005 2190 2340 4530
-1.998 -17.993 2620 2350 4970
-2.001 -16.996 2020 2150 4170
-2.004 -16.006 2520 2130 4650
-2.004 -14.999 2270 2250 4520
-2.000 -13.999 2170 2410 4580
-2.000 -12.991 2270 2160 4430
-2.000 -12.003 2350 1860 4210
-1.999 -11.003 2260 2000 4260
-2.000 -10.000 2320 2150 4470
-2.001 -8.988 2370 2100 4470
-1.999 -8.001 2540 2340 4880
-1.995 -7.000 2110 2050 4160
