# PL Mapping - 2025_07_24_14_56_50
# x_req	y_req	x_act	y_act	count1	count2	total
-242.806	105.658	-242.801	105.657	1250	1250	2500
-242.806	105.758	-242.806	105.733	1250	1250	2500
-242.806	105.858	-242.807	105.848	1540	1220	2760
-242.806	105.958	-242.801	105.964	1540	1220	2760
-242.806	106.058	-242.807	106.036	1540	1220	2760
-242.806	106.158	-242.804	106.148	1270	1450	2720
-242.806	106.258	-242.805	106.261	1270	1450	2720
-242.806	106.358	-242.807	106.357	1270	1450	2720
-242.806	106.458	-242.802	106.458	1500	1260	2760
-242.806	106.558	-242.807	106.561	1500	1260	2760
-242.806	106.658	-242.813	106.711	1380	1170	2550
-242.806	106.758	-242.805	106.759	1380	1170	2550
-242.806	106.858	-242.805	106.852	1620	1440	3060
-242.806	106.958	-242.803	106.954	1620	1440	3060
-242.806	107.058	-242.803	107.016	1620	1440	3060
-242.806	107.158	-242.803	107.159	1510	1140	2650
-242.806	107.258	-242.805	107.231	1510	1140	2650
-242.806	107.358	-242.807	107.354	1510	1140	2650
-242.806	107.458	-242.804	107.565	1510	1140	2650
-242.806	107.558	-242.806	107.542	1440	1360	2800
-242.806	107.658	-242.800	107.624	1440	1360	2800
-242.706	105.658	-242.705	105.657	1380	1310	2690
-242.706	105.758	-242.707	105.754	1380	1310	2690
-242.706	105.858	-242.705	105.858	1380	1310	2690
-242.706	105.958	-242.705	105.930	1580	1320	2900
-242.706	106.058	-242.703	106.044	1580	1320	2900
-242.706	106.158	-242.712	106.134	1580	1320	2900
-242.706	106.258	-242.712	106.217	1580	1320	2900
-242.706	106.358	-242.708	106.348	1480	1120	2600
-242.706	106.458	-242.704	106.455	1480	1120	2600
-242.706	106.558	-242.705	106.561	1480	1120	2600
-242.706	106.658	-242.706	106.656	1350	1070	2420
-242.706	106.758	-242.705	106.758	1350	1070	2420
-242.706	106.858	-242.708	106.859	1350	1070	2420
-242.706	106.958	-242.705	106.909	1350	1070	2420
-242.706	107.058	-242.703	107.056	1380	1120	2500
-242.706	107.158	-242.708	107.161	1380	1120	2500
-242.706	107.258	-242.699	107.253	1510	1210	2720
-242.706	107.358	-242.705	107.337	1510	1210	2720
-242.706	107.458	-242.708	107.462	1190	1310	2500
-242.706	107.558	-242.706	107.517	1190	1310	2500
-242.706	107.658	-242.709	107.650	1190	1310	2500
-242.606	105.658	-242.608	105.612	1520	1090	2610
-242.606	105.758	-242.605	105.724	1360	1240	2600
-242.606	105.858	-242.607	105.861	1360	1240	2600
-242.606	105.958	-242.603	105.961	1390	1230	2620
-242.606	106.058	-242.601	106.057	1390	1230	2620
-242.606	106.158	-242.606	106.160	1390	1230	2620
-242.606	106.258	-242.601	106.263	1390	1230	2620
-242.606	106.358	-242.608	106.343	1380	1320	2700
-242.606	106.458	-242.604	106.446	1380	1320	2700
-242.606	106.558	-242.602	106.523	1380	1320	2700
-242.606	106.658	-242.607	106.652	1380	1320	2700
-242.606	106.758	-242.604	106.757	1340	1010	2350
-242.606	106.858	-242.604	106.638	1340	1010	2350
-242.606	106.958	-242.601	106.978	1340	1010	2350
-242.606	107.058	-242.606	107.069	1250	1100	2350
-242.606	107.158	-242.606	107.160	1250	1100	2350
-242.606	107.258	-242.600	107.236	1250	1100	2350
-242.606	107.358	-242.606	107.359	1250	1100	2350
-242.606	107.458	-242.601	107.457	1600	1220	2820
-242.606	107.558	-242.602	107.535	1600	1220	2820
-242.606	107.658	-242.607	107.548	1600	1220	2820
-242.506	105.658	-242.505	105.520	1580	1300	2880
-242.506	105.758	-242.505	105.641	1530	1510	3040
-242.506	105.858	-242.503	105.811	1530	1510	3040
-242.506	105.958	-242.500	105.904	1530	1510	3040
-242.506	106.058	-242.503	106.039	1480	1350	2830
-242.506	106.158	-242.505	106.142	1480	1350	2830
-242.506	106.258	-242.509	106.215	1480	1350	2830
-242.506	106.358	-242.507	106.302	1480	1350	2830
-242.506	106.458	-242.512	106.397	1480	1350	2830
-242.506	106.558	-242.504	106.552	1400	1270	2670
-242.506	106.658	-242.508	106.654	1400	1270	2670
-242.506	106.758	-242.505	106.746	1400	1270	2670
-242.506	106.858	-242.509	106.758	1520	1280	2800
-242.506	106.958	-242.508	106.953	1520	1280	2800
-242.506	107.058	-242.503	107.030	1520	1280	2800
-242.506	107.158	-242.506	107.143	1450	1110	2560
-242.506	107.258	-242.506	107.248	1450	1110	2560
-242.506	107.358	-242.503	107.359	1450	1110	2560
-242.506	107.458	-242.504	107.407	1450	1110	2560
-242.506	107.558	-242.501	107.547	1520	1290	2810
-242.506	107.658	-242.513	107.645	1520	1290	2810
-242.406	105.658	-242.406	105.653	1520	1020	2540
-242.406	105.758	-242.403	105.744	1710	1280	2990
-242.406	105.858	-242.408	105.829	1710	1280	2990
-242.406	105.958	-242.406	105.927	1710	1280	2990
-242.406	106.058	-242.405	106.021	1710	1280	2990
-242.406	106.158	-242.411	106.138	1710	1280	2990
-242.406	106.258	-242.404	106.244	1350	1110	2460
-242.406	106.358	-242.407	106.350	1350	1110	2460
-242.406	106.458	-242.408	106.455	1350	1110	2460
-242.406	106.558	-242.408	106.555	1600	1110	2710
-242.406	106.658	-242.407	106.665	1600	1110	2710
-242.406	106.758	-242.402	106.756	1600	1110	2710
-242.406	106.858	-242.409	106.854	1600	1110	2710
-242.406	106.958	-242.400	106.968	1300	1070	2370
-242.406	107.058	-242.402	107.070	1300	1070	2370
-242.406	107.158	-242.406	107.160	1300	1070	2370
-242.406	107.258	-242.405	107.235	1330	1200	2530
-242.406	107.358	-242.403	107.334	1330	1200	2530
-242.406	107.458	-242.412	107.410	1330	1200	2530
-242.406	107.558	-242.405	107.508	1330	1200	2530
-242.406	107.658	-242.407	107.624	1330	1200	2530
-242.306	105.658	-242.305	105.656	1610	1410	3020
-242.306	105.758	-242.305	105.748	1610	1410	3020
-242.306	105.858	-242.309	105.855	1610	1410	3020
-242.306	105.958	-242.305	105.955	1610	1410	3020
-242.306	106.058	-242.306	106.059	1700	1250	2950
-242.306	106.158	-242.308	106.149	1700	1250	2950
-242.306	106.258	-242.305	106.251	1700	1250	2950
-242.306	106.358	-242.305	106.356	1220	1380	2600
-242.306	106.458	-242.304	106.462	1220	1380	2600
-242.306	106.558	-242.305	106.555	1220	1380	2600
-242.306	106.658	-242.307	106.650	1220	1380	2600
-242.306	106.758	-242.303	106.739	1300	1300	2600
-242.306	106.858	-242.306	106.594	1300	1300	2600
-242.306	106.958	-242.306	106.957	1300	1300	2600
