# Focus	Count
11.506	3480
11.606	3380
11.706	3460
11.806	3460
11.906	3460
12.006	3460
12.106	3070
12.206	3070
12.306	3470
12.406	3470
12.506	3470
12.606	3460
12.706	3460
12.806	3130
12.906	3130
13.006	3110
13.106	3110
13.206	3110
13.306	3130
13.406	3130
13.506	3130
13.606	3420
13.706	3330
13.806	3330
13.906	3200
14.006	3200
14.106	3200
14.206	3200
14.306	3090
14.406	3090
14.506	3090
14.606	3340
14.706	3340
14.806	3110
14.906	3110
15.006	2930
15.106	3220
15.206	3220
15.306	3220
15.406	3350
15.506	3350
15.606	3350
15.706	3350
15.806	3260
15.906	3210
16.006	3210
16.106	3210
16.206	3210
16.306	3110
16.406	3110
16.506	3470
16.606	3470
16.706	3470
16.806	3470
16.906	3210
17.006	3210
17.106	3210
17.206	3210
17.306	3430
17.406	2840
17.506	2840
17.606	3120
17.706	3120
17.806	3120
17.906	3250
18.006	3420
18.106	3420
18.206	3420
18.306	3440
18.406	3440
18.506	3310
18.606	3310
18.706	3310
18.806	3340
18.906	3270
19.006	3150
19.106	3150
19.206	3150
19.306	3250
19.406	3250
19.506	3080
19.606	3080
19.706	2820
19.806	3210
19.906	3210
20.006	2790
20.106	2790
20.206	2790
20.306	3260
20.406	3260
20.506	3530
20.606	3530
20.706	3680
20.806	3350
20.906	3350
21.006	3350
21.106	3500
21.206	3500
21.306	3180
21.406	3280
21.506	3280
21.606	3280
21.706	3480
21.806	3480
21.906	3480
22.006	3280
22.106	3180
22.206	3180
22.306	3180
22.406	3080
22.506	3420
22.606	3420
22.706	3420
22.806	3340
22.906	3340
23.006	3230
23.106	3340
23.206	3340
23.306	3340
23.406	3420
23.506	3420
23.606	3220
23.706	3220
23.806	3220
23.906	2840
24.006	2840
24.106	2810
24.206	2810
24.306	3480
24.406	3480
24.506	3480
24.606	2950
24.706	2790
24.806	2790
24.906	2790
25.006	3200
25.106	3480
25.206	3380
25.306	3380
25.406	3380
25.506	3530
25.606	3530
25.706	3530
25.806	3530
25.906	3350
26.006	3350
26.106	3350
26.206	3350
26.306	3250
26.406	3250
26.506	3250
26.606	3210
26.706	3350
26.806	3350
26.906	3350
27.006	2980
27.106	3300
27.206	3300
27.306	3290
27.406	3430
27.506	3430
27.606	3430
27.706	3240
27.806	3070
27.906	3070
28.006	3070
28.106	3270
28.206	3120
28.306	3120
28.406	3370
28.506	3370
28.606	3410
28.706	3410
28.806	2890
28.906	2890
29.006	2890
29.106	3320
29.206	3250
29.306	3200
29.406	2990
29.506	3260
29.606	3260
29.706	3260
29.806	3260
29.906	3490
30.006	3490
30.106	3490
30.206	3070
30.306	3150
30.406	3150
30.506	3150
30.606	3390
30.706	3170
30.806	3170
30.906	3450
31.006	3450
31.106	3450
31.206	3790
31.306	3790
31.406	3790
31.506	3790
31.606	3170
31.706	3270
31.806	3270
31.906	3270
32.006	3270
32.106	3270
32.206	3350
32.306	3350
32.406	3310
32.506	3310
32.606	3070
32.706	3230
32.806	3070
32.906	3070
33.006	3070
33.106	3220
33.206	3080
33.306	2990
33.406	2990
33.506	2990
33.606	2990
33.706	3040
33.806	3040
33.906	3040
34.006	3420
34.106	3000
34.206	3000
34.306	3000
34.406	3110
34.506	2870
34.606	2870
34.706	2870
34.806	2840
34.906	2840
35.006	3360
35.106	3360
35.206	3360
35.306	3280
35.406	3280
35.506	3050
35.606	2910
35.706	2910
35.806	3240
35.906	3240
36.006	3240
36.106	2930
36.206	2870
36.306	2870
36.406	3090
36.506	3090
36.606	3090
36.706	3050
36.806	2980
36.906	2980
37.006	2980
37.106	2980
37.206	2980
37.306	3020
37.406	3010
37.506	3010
37.606	3010
37.706	3010
37.806	2950
37.906	3180
38.006	3320
38.106	3320
38.206	3320
38.306	3320
38.406	2820
38.506	3020
38.606	3020
38.706	3020
38.806	3160
38.906	2700
39.006	2700
39.106	3130
39.206	3130
39.306	2990
39.406	2920
39.506	3020
39.606	3020
39.706	3020
39.806	2900
39.906	2900
40.006	2900
40.106	2900
40.206	3240
40.306	3080
40.406	3080
40.506	2830
40.606	3250
40.706	3180
40.806	2930
40.906	2930
41.006	3040
41.106	3040
41.206	2990
41.306	3100
41.406	2920
41.506	2920
41.606	2920
41.706	2770
41.806	2770
41.906	2870
42.006	2870
42.106	2850
42.206	3050
42.306	2890
42.406	2890
42.506	2890
42.606	2890
42.706	3380
42.806	2910
42.906	2830
43.006	2830
43.106	2830
43.206	2800
43.306	2800
43.406	2800
43.506	2840
43.606	2810
43.706	2810
43.806	2810
43.906	2810
44.006	2810
44.106	3110
44.206	3080
44.306	3120
44.406	3120
44.506	3120
44.606	2820
44.706	2820
44.806	2820
44.906	2820
45.006	3050
45.106	3020
45.206	3020
45.306	3020
45.406	3020
45.506	3090
45.606	2920
45.706	2920
45.806	2910
45.906	2910
46.006	2970
46.106	2970
46.206	2970
46.306	2760
46.406	2760
46.506	3100
46.606	3100
46.706	2930
46.806	3170
46.906	3130
47.006	2860
47.106	2860
47.206	3130
47.306	2690
47.406	2690
47.506	3210
47.606	3210
47.706	2980
47.806	3150
47.906	3150
48.006	2910
