# Focus	Count
-10.104	9940
-10.004	9890
-9.904	9010
-9.804	8940
-9.704	9540
-9.604	9580
-9.504	9910
-9.404	8830
-9.304	9060
-9.204	8570
-9.104	9400
-9.004	8620
-8.904	8510
-8.804	9310
-8.704	9030
-8.604	8880
-8.504	8430
-8.404	7880
-8.304	8610
-8.204	7710
-8.104	8300
-8.004	7590
-7.904	8150
-7.804	7550
-7.704	7400
-7.604	6610
-7.504	7360
-7.404	6900
-7.304	7310
-7.204	6940
-7.104	6410
-7.004	6650
-6.904	7230
-6.804	6620
-6.704	6600
-6.604	6760
-6.504	6900
-6.404	6550
-6.304	6400
-6.204	6620
-6.104	6220
-6.004	5920
-5.904	6400
-5.804	6280
-5.704	5800
-5.604	6030
-5.504	6350
-5.404	5860
-5.304	6510
-5.204	5700
-5.104	5720
-5.004	5750
-4.904	6140
-4.804	5620
-4.704	5720
-4.604	5200
-4.504	5500
-4.404	5300
-4.304	5790
-4.204	5710
-4.104	5500
-4.004	5510
-3.904	5330
-3.804	5760
-3.704	5630
-3.604	4970
-3.504	5520
-3.404	5770
-3.304	5470
-3.204	5440
-3.104	5050
-3.004	5460
-2.904	5950
-2.804	5520
-2.704	5610
-2.604	5390
-2.504	4830
-2.404	5620
-2.304	5150
-2.204	5370
-2.104	5470
-2.004	5140
-1.904	5070
-1.804	5450
-1.704	5320
-1.604	4880
-1.504	4960
-1.404	5150
-1.304	4930
-1.204	5340
-1.104	5330
-1.004	5460
-0.904	5580
-0.804	5560
-0.704	5390
-0.604	5490
-0.504	5350
-0.404	5760
-0.304	5670
-0.204	6240
-0.104	5830
-0.004	6040
0.096	6250
0.196	5760
0.296	5850
0.396	5500
0.496	6020
0.596	5830
0.696	5800
0.796	5980
0.896	5740
0.996	5370
1.096	5850
1.196	5750
1.296	5570
1.396	5490
1.496	4940
1.596	4760
1.696	4580
1.796	4640
1.896	4970
1.996	4730
2.096	4260
2.196	3960
2.296	4290
2.396	3670
2.496	3770
2.596	4140
2.696	3670
2.796	3490
2.896	3240
2.996	3440
3.096	3840
3.196	3200
3.296	3220
3.396	3130
3.496	3060
3.596	3510
3.696	3200
3.796	3560
3.896	2920
3.996	3330
4.096	3330
4.196	3550
4.296	3340
4.396	3210
4.496	3450
4.596	3710
4.696	3230
4.796	3300
4.896	3300
4.996	3290
5.096	3410
5.196	3600
5.296	3340
5.396	3420
5.496	3380
5.596	3380
5.696	3260
5.796	3230
5.896	3370
5.996	3610
6.096	3400
6.196	3140
6.296	3190
6.396	3270
6.496	3550
6.596	3240
6.696	3620
6.796	3640
6.896	3180
6.996	3490
7.096	3010
7.196	3310
7.296	3420
7.396	3630
7.496	3280
7.596	3150
7.696	3590
7.796	3420
7.896	3470
7.996	3530
8.096	3570
8.196	3630
8.296	3210
8.396	3160
8.496	3110
8.596	3170
8.696	3590
8.796	3170
8.896	3690
8.996	3400
9.096	3230
9.196	3280
9.296	3640
9.396	3140
9.496	3260
9.596	3620
9.696	3720
9.796	3450
9.896	3520
9.996	3220
10.096	3780
10.196	3630
10.296	3430
10.396	3560
10.496	3630
10.596	3510
10.696	3150
10.796	3500
10.896	3550
10.996	3530
11.096	3680
11.196	3660
11.296	3330
11.396	3620
11.496	3660
11.596	3730
11.696	3630
11.796	3730
11.896	3530
11.996	3960
12.096	3640
12.196	3540
12.296	3770
12.396	3320
12.496	3640
12.596	3580
12.696	3450
12.796	3880
12.896	3330
12.996	4100
13.096	3470
13.196	3440
13.296	3580
13.396	3370
13.496	3710
13.596	3620
13.696	3790
13.796	4010
13.896	3760
13.996	3780
14.096	3620
14.196	3840
14.296	3520
14.396	3820
14.496	3530
14.596	3920
14.696	3850
14.796	3730
14.896	4000
14.996	3980
15.096	3390
15.196	3680
15.296	4000
15.396	3680
15.496	3500
15.596	3550
15.696	3500
15.796	3560
15.896	3430
15.996	3340
16.096	3660
16.196	3520
16.296	3540
16.396	3360
16.496	3470
16.596	3550
16.696	4040
16.796	3870
16.896	3630
16.996	3610
17.096	3530
17.196	4030
17.296	3800
17.396	3290
17.496	3740
17.596	3650
17.696	3690
17.796	3390
17.896	3880
17.996	3720
18.096	3900
18.196	3700
18.296	3660
18.396	4040
18.496	3800
18.596	3540
18.696	3700
18.796	3320
18.896	3740
18.996	3430
19.096	3630
19.196	3740
19.296	3620
19.396	3800
19.496	3780
19.596	3640
19.696	3380
19.796	3460
19.896	3780
19.996	3670
20.096	3470
20.196	3630
20.296	3670
20.396	3910
20.496	3990
20.596	3980
20.696	3490
20.796	3360
20.896	3790
20.996	4050
21.096	3220
21.196	3720
21.296	3610
21.396	4100
21.496	3620
21.596	3590
21.696	3540
21.796	3700
21.896	3430
21.996	3590
22.096	3800
22.196	3360
22.296	3560
22.396	3710
22.496	3320
22.596	3600
22.696	3700
22.796	3780
22.896	3590
22.996	3770
23.096	3570
23.196	3580
23.296	4020
23.396	3600
23.496	3720
23.596	3790
23.696	4050
23.796	3740
23.896	3590
23.996	3570
24.096	3460
24.196	3900
24.296	3660
24.396	3600
24.496	3920
24.596	3750
24.696	3360
24.796	3760
24.896	4110
24.996	3860
25.096	3830
25.196	3900
25.296	3560
25.396	3680
25.496	3250
25.596	3790
25.696	4320
25.796	3710
25.896	3720
25.996	3890
26.096	3750
26.196	3730
26.296	3320
26.396	3710
26.496	3640
26.596	3380
26.696	3490
26.796	3810
26.896	3690
26.996	3450
27.096	3280
27.196	3670
27.296	3640
27.396	3590
27.496	3680
27.596	3520
27.696	3660
27.796	3600
27.896	3580
27.996	3670
28.096	3690
28.196	3670
28.296	3510
28.396	3670
28.496	3850
28.596	3620
28.696	3540
28.796	3470
28.896	3490
28.996	3550
29.096	3620
29.196	3770
29.296	3250
29.396	3380
29.496	3450
29.596	3430
29.696	3570
29.796	3260
29.896	3680
29.996	3570
