# PL Mapping - 2025_07_29_22_08_03
# x_req	y_req	x_act	y_act	count1	count2	total
-1.002	-0.994	-1.001	-0.991	16920	18280	35200
-1.002	-0.894	-0.999	-0.900	16800	18480	35280
-1.002	-0.794	-1.005	-0.790	13970	15210	29180
-1.002	-0.694	-1.002	-0.694	15730	16760	32490
-1.002	-0.594	-1.005	-0.593	18270	18470	36740
-1.002	-0.494	-1.001	-0.488	14200	14820	29020
-1.002	-0.394	-1.004	-0.390	14590	15190	29780
-1.002	-0.294	-1.001	-0.294	17400	18160	35560
-1.002	-0.194	-1.000	-0.199	18010	18540	36550
-1.002	-0.094	-1.004	-0.093	14340	14870	29210
-1.002	0.006	-1.001	0.010	15030	14520	29550
-1.002	0.106	-0.998	0.110	16460	16500	32960
-1.002	0.206	-1.003	0.202	17640	17950	35590
-1.002	0.306	-1.006	0.302	13390	13840	27230
-1.002	0.406	-1.002	0.404	14750	14630	29380
-1.002	0.506	-1.004	0.508	17400	19020	36420
-1.002	0.606	-1.001	0.609	13800	14640	28440
-1.002	0.706	-1.001	0.708	14070	15710	29780
-1.002	0.806	-1.005	0.806	17930	19040	36970
-1.002	0.906	-1.002	0.912	15050	15370	30420
-1.002	1.006	-1.002	1.006	13650	14480	28130
-0.902	-0.994	-0.902	-0.994	17170	17550	34720
-0.902	-0.894	-0.900	-0.891	14100	14280	28380
-0.902	-0.794	-0.899	-0.792	15840	17860	33700
-0.902	-0.694	-0.905	-0.692	17310	18450	35760
-0.902	-0.594	-0.905	-0.597	13940	14560	28500
-0.902	-0.494	-0.906	-0.500	15160	15840	31000
-0.902	-0.394	-0.902	-0.395	17750	18570	36320
-0.902	-0.294	-0.902	-0.295	14460	15120	29580
-0.902	-0.194	-0.908	-0.195	14510	14310	28820
-0.902	-0.094	-0.905	-0.092	17850	17860	35710
-0.902	0.006	-0.908	0.008	16180	16980	33160
-0.902	0.106	-0.904	0.100	13130	13820	26950
-0.902	0.206	-0.907	0.208	13440	14740	28180
-0.902	0.306	-0.900	0.309	17270	17980	35250
-0.902	0.406	-0.904	0.406	16110	17400	33510
-0.902	0.506	-0.899	0.503	13710	14060	27770
-0.902	0.606	-0.902	0.603	17190	18010	35200
