# PL Mapping - 2025_07_23_16_51_57
# X Y Count1 Count2 Total
-20.000 -8.801 0 2700 2700
-19.998 -8.699 0 2100 2100
-20.001 -8.602 0 2510 2510
-20.004 -8.502 0 2120 2120
-19.999 -8.397 0 2540 2540
-20.002 -8.296 0 2230 2230
-20.001 -8.197 0 2730 2730
-19.996 -8.099 0 2560 2560
-20.000 -7.996 0 2620 2620
-20.001 -7.898 0 2270 2270
-20.003 -7.803 0 2870 2870
-19.995 -7.699 0 2570 2570
-20.001 -7.603 0 2610 2610
-20.001 -7.501 0 3250 3250
-19.996 -7.398 0 2900 2900
-19.996 -7.304 0 2840 2840
-19.999 -7.194 0 2790 2790
-20.001 -7.099 0 2810 2810
-20.000 -6.999 0 3250 3250
-19.998 -6.899 0 2810 2810
-19.999 -6.793 0 3230 3230
-19.999 -6.694 0 3190 3190
-20.001 -6.602 0 3120 3120
-20.002 -6.499 0 3240 3240
-20.001 -6.402 0 3330 3330
-20.000 -6.295 0 3230 3230
-19.999 -6.202 0 3130 3130
-19.999 -6.095 0 2940 2940
-20.005 -5.997 0 2830 2830
-20.003 -5.899 0 2740 2740
-20.000 -5.800 0 2720 2720
-19.997 -5.703 0 2600 2600
-19.998 -5.597 0 3170 3170
-20.001 -5.500 0 2860 2860
-19.996 -5.398 0 3020 3020
-20.000 -5.297 0 3050 3050
-20.000 -5.204 0 3250 3250
-20.000 -5.096 0 2640 2640
-19.998 -4.999 0 3090 3090
-19.997 -4.896 0 2540 2540
-19.998 -4.800 0 3020 3020
-19.999 -4.698 0 3030 3030
-19.999 -4.595 0 3180 3180
-19.996 -4.501 0 2850 2850
-19.994 -4.399 0 2970 2970
-20.002 -4.298 0 2500 2500
-20.005 -4.291 0 2570 2570
-19.997 -4.298 0 2630 2630
-20.004 -4.290 0 2490 2490
-19.996 -4.299 0 2640 2640
-19.994 -4.291 0 2390 2390
-19.998 -4.296 0 2270 2270
-19.999 -4.293 0 2400 2400
-20.001 -4.294 0 2540 2540
-20.000 -4.290 0 2630 2630
-19.993 -4.295 0 1970 1970
