# Focus	Count
-16.996	7020
-16.896	7020
-16.796	6140
-16.696	6140
-16.596	6140
-16.496	5970
-16.396	5970
-16.296	6550
-16.196	6550
-16.096	6550
-15.996	6660
-15.896	6660
-15.796	7360
-15.696	7360
-15.596	7360
-15.496	7050
-15.396	7050
-15.296	7050
-15.196	6930
-15.096	7000
-14.996	7000
-14.896	7620
-14.796	7410
-14.696	7410
-14.596	7980
-14.496	7980
-14.396	7980
-14.296	7580
-14.196	7580
-14.096	8090
-13.996	8090
-13.896	7650
-13.796	7650
-13.696	7650
-13.596	7650
-13.496	7860
-13.396	8350
-13.296	8350
-13.196	8350
-13.096	8100
-12.996	8100
-12.896	8100
-12.796	8540
-12.696	8540
-12.596	8170
-12.496	8170
-12.396	8520
-12.296	8520
-12.196	8520
-12.096	8520
-11.996	9000
-11.896	9030
-11.796	9030
-11.696	9030
-11.596	9120
-11.496	9120
-11.396	9170
-11.296	9170
-11.196	9170
-11.096	9390
-10.996	8570
-10.896	8910
-10.796	8910
-10.696	8910
-10.596	8910
-10.496	8810
-10.396	8810
-10.296	8810
-10.196	8960
-10.096	8540
-9.996	8520
-9.896	8520
-9.796	8520
-9.696	8300
-9.596	8310
-9.496	8580
-9.396	8580
-9.296	8580
-9.196	8050
-9.096	8190
-8.996	7970
-8.896	7970
-8.796	7800
-8.696	7800
-8.596	7590
-8.496	8030
-8.396	8030
-8.296	7180
-8.196	7180
-8.096	7170
-7.996	7050
-7.896	7050
-7.796	7050
-7.696	7050
-7.596	6980
-7.496	7340
-7.396	7340
-7.296	7340
-7.196	7340
-7.096	7340
-6.996	6430
