# PL Mapping - 2025_07_24_15_23_52
# x_req	y_req	x_act	y_act	count1	count2	total
-265.000	85.000	-264.997	85.002	0	0	0
-265.000	85.200	-265.000	85.201	0	0	0
-265.000	85.400	-264.999	85.397	0	0	0
-265.000	85.600	-265.001	85.600	0	0	0
-265.000	85.800	-265.002	85.802	0	0	0
-265.000	86.000	-265.002	85.998	0	0	0
-265.000	86.200	-264.999	86.199	0	0	0
-265.000	86.400	-265.003	86.401	0	0	0
-265.000	86.600	-265.002	86.598	0	0	0
-265.000	86.800	-264.998	86.795	0	0	0
-265.000	87.000	-265.003	87.005	0	0	0
-265.000	87.200	-264.997	87.195	0	0	0
-265.000	87.400	-265.002	87.401	0	0	0
-265.000	87.600	-265.000	87.601	0	0	0
-265.000	87.800	-264.996	87.801	0	0	0
-265.000	88.000	-264.999	88.003	0	0	0
-265.000	88.200	-265.000	88.201	0	0	0
-265.000	88.400	-265.003	88.395	0	0	0
-265.000	88.600	-264.999	88.600	0	0	0
-265.000	88.800	-265.002	88.799	0	0	0
-265.000	89.000	-265.000	88.999	0	0	0
-265.000	89.200	-265.004	89.201	0	0	0
-265.000	89.400	-264.999	89.404	0	0	0
-265.000	89.600	-264.998	89.601	0	0	0
-265.000	89.800	-264.997	89.802	0	0	0
-265.000	90.000	-265.000	90.000	0	0	0
-265.000	90.200	-265.000	90.198	0	0	0
-265.000	90.400	-265.000	90.397	0	0	0
-265.000	90.600	-265.000	90.598	0	0	0
-265.000	90.800	-264.998	90.800	0	0	0
-265.000	91.000	-265.000	90.997	0	0	0
-265.000	91.200	-264.996	91.198	0	0	0
-265.000	91.400	-265.002	91.398	0	0	0
-265.000	91.600	-264.998	91.601	80	70	150
-265.000	91.800	-265.002	91.797	10	80	90
-265.000	92.000	-265.001	92.000	40	40	80
-265.000	92.200	-264.997	92.198	20	40	60
-265.000	92.400	-264.997	92.398	30	30	60
-265.000	92.600	-265.002	92.597	20	20	40
-265.000	92.800	-265.002	92.804	0	20	20
-265.000	93.000	-264.999	93.000	20	30	50
-265.000	93.200	-265.009	93.201	10	20	30
-265.000	93.400	-265.005	93.397	30	10	40
-265.000	93.600	-265.002	93.600	0	30	30
-265.000	93.800	-265.006	93.799	0	10	10
-265.000	94.000	-265.001	94.000	30	20	50
-265.000	94.200	-265.001	94.195	10	10	20
-265.000	94.400	-264.996	94.401	50	40	90
-265.000	94.600	-265.003	94.602	20	40	60
-265.000	94.800	-265.001	94.796	10	10	20
-265.000	95.000	-265.006	95.004	0	10	10
-265.000	95.200	-264.997	95.202	20	0	20
-265.000	95.400	-265.002	95.404	10	20	30
-265.000	95.600	-265.003	95.602	10	20	30
-265.000	95.800	-265.002	95.806	10	10	20
-265.000	96.000	-264.998	96.002	0	30	30
-265.000	96.200	-264.997	96.195	20	30	50
-265.000	96.400	-265.004	96.396	0	0	0
-265.000	96.600	-264.996	96.601	20	10	30
-265.000	96.800	-265.003	96.804	40	30	70
-265.000	97.000	-265.002	96.998	10	30	40
-265.000	97.200	-264.999	97.202	20	10	30
-265.000	97.400	-265.001	97.403	30	40	70
-265.000	97.600	-265.002	97.601	30	0	30
-265.000	97.800	-264.996	97.795	10	40	50
-265.000	98.000	-264.999	98.001	20	0	20
-265.000	98.200	-264.998	98.198	20	70	90
-265.000	98.400	-264.993	98.398	0	0	0
-265.000	98.600	-265.003	98.601	0	0	0
-265.000	98.800	-264.998	98.802	0	0	0
-265.000	99.000	-264.998	99.002	0	0	0
-265.000	99.200	-265.004	99.205	10	40	50
-265.000	99.400	-265.003	99.398	0	10	10
-265.000	99.600	-265.002	99.601	20	20	40
-265.000	99.800	-265.002	99.802	30	40	70
-265.000	100.000	-265.003	99.999	0	10	10
-265.000	100.200	-264.999	100.198	0	20	20
-265.000	100.400	-264.999	100.400	10	10	20
-265.000	100.600	-264.998	100.597	20	10	30
-265.000	100.800	-265.006	100.800	10	20	30
-265.000	101.000	-264.997	100.996	40	0	40
-265.000	101.200	-265.001	101.200	40	10	50
-265.000	101.400	-265.003	101.398	0	10	10
-265.000	101.600	-265.002	101.598	20	0	20
-265.000	101.800	-265.000	101.799	10	0	10
-265.000	102.000	-265.000	102.003	20	20	40
